Gene stable ID,Human gene name,Gene name,Human gene stable ID
ENSMUSG00000115143,,Fkbp1a-ps1,
ENSMUSG00000021904,SEMA3G,Sema3g,ENSG00000010319
ENSMUSG00000100078,,Gm6170,
ENSMUSG00000011254,THG1L,Thg1l,ENSG00000113272
ENSMUSG00000111846,,Gm47271,
ENSMUSG00000045382,CXCR4,Cxcr4,ENSG00000121966
ENSMUSG00000066592,,Gm7589,
ENSMUSG00000110789,,Gm33053,
ENSMUSG00000066892,FBXL12,Fbxl12,ENSG00000127452
ENSMUSG00000117356,,Gm46633,
ENSMUSG00000117381,,Gm10350,
ENSMUSG00000061802,ODAD2,Odad2,ENSG00000169126
ENSMUSG00000099403,,Gm29599,
ENSMUSG00000097283,,Gm26686,
ENSMUSG00000064737,RNU6-596P,Gm23056,ENSG00000202265
ENSMUSG00000066232,IPO7,Ipo7,ENSG00000205339
ENSMUSG00000048495,TYW5,Tyw5,ENSG00000162971
ENSMUSG00000051716,,Apon,
ENSMUSG00000047631,APOF,Apof,ENSG00000175336
ENSMUSG00000101009,,1700108F19Rik,
ENSMUSG00000020186,CSRP2,Csrp2,ENSG00000175183
ENSMUSG00000040489,SOX30,Sox30,ENSG00000039600
ENSMUSG00000039209,,Rpl39l,
ENSMUSG00002075332,,Gm55264,
ENSMUSG00002076046,,Gm55265,
ENSMUSG00000117941,,Gm50276,
ENSMUSG00000115709,,4930431P22Rik,
ENSMUSG00000021506,PITX1,Pitx1,ENSG00000069011
ENSMUSG00000118367,,Gm50277,
ENSMUSG00000115817,,Gm30246,
ENSMUSG00000117946,,Gm50280,
ENSMUSG00000025034,TRIM8,Trim8,ENSG00000171206
ENSMUSG00000115353,,Gm48968,
ENSMUSG00000115596,,Gm48969,
ENSMUSG00000082870,,Gm12165,
ENSMUSG00000069899,SFT2D1,Gm12166,ENSG00000198818
ENSMUSG00000115303,,Gm4291,
ENSMUSG00000044350,LACC1,Lacc1,ENSG00000179630
ENSMUSG00000115943,,Gm49455,
ENSMUSG00000022877,HRG,Hrg,ENSG00000113905
ENSMUSG00000025236,ADPGK,Adpgk,ENSG00000159322
ENSMUSG00000001036,EPN2,Epn2,ENSG00000072134
ENSMUSG00000100096,,Gm28760,
ENSMUSG00000114229,,Gm47072,
ENSMUSG00000015533,ITGA2,Itga2,ENSG00000164171
ENSMUSG00000038843,GCNT1,Gcnt1,ENSG00000187210
ENSMUSG00000039200,ATF7IP2,Atf7ip2,ENSG00000166669
ENSMUSG00000034795,CCDC122,Ccdc122,ENSG00000151773
ENSMUSG00000109198,,D7Bwg0826e,
ENSMUSG00000117360,,Gm18581,
ENSMUSG00000064600,SNORA13,Gm25636,ENSG00000238363
ENSMUSG00000117383,,4930415O11Rik,
ENSMUSG00000064451,SNORA23,Snora23,ENSG00000201998
ENSMUSG00000057440,MPP7,Mpp7,ENSG00000150054
ENSMUSG00000003545,FOSB,Fosb,ENSG00000125740
ENSMUSG00000024712,RFK,Rfk,ENSG00000135002
ENSMUSG00000090406,,Gm17058,
ENSMUSG00000022558,MROH1,Mroh1,ENSG00000179832
ENSMUSG00000040033,STAT2,Stat2,ENSG00000170581
ENSMUSG00000025035,ARL3,Arl3,ENSG00000138175
ENSMUSG00000021816,PPP3CB,Ppp3cb,ENSG00000107758
ENSMUSG00000025971,MAIP1,Maip1,ENSG00000162972
ENSMUSG00000032131,ABCG4,Abcg4,ENSG00000172350
ENSMUSG00000073867,,AA474408,
ENSMUSG00000025036,SFXN2,Sfxn2,ENSG00000156398
ENSMUSG00000108854,,D830036C21Rik,
ENSMUSG00000035632,CNOT3,Cnot3,ENSG00000088038
ENSMUSG00000041264,USPL1,Uspl1,ENSG00000132952
ENSMUSG00000077776,,Gm22371,
ENSMUSG00002076848,,Gm55546,
ENSMUSG00000101826,,Gm8581,
ENSMUSG00000102685,,Gm37373,
ENSMUSG00000101151,,Gm17929,
ENSMUSG00000042581,THSD7B,Thsd7b,ENSG00000144229
ENSMUSG00000114703,,Gm47776,
ENSMUSG00000042284,ITGA1,Itga1,ENSG00000213949
ENSMUSG00000109369,,Vmn2r-ps88,
ENSMUSG00000086065,,Gm16180,
ENSMUSG00000110166,,Gm45641,
ENSMUSG00000109812,,Gm45640,
ENSMUSG00000109863,,Gm45643,
ENSMUSG00000074171,,Gm6658,
ENSMUSG00000110377,,Gm45363,
ENSMUSG00000089179,,Gm22428,
ENSMUSG00000031552,ADAM18,Adam18,ENSG00000168619
ENSMUSG00000047731,WBP1L,Wbp1l,ENSG00000166272
ENSMUSG00000093290,,Mir3572,
ENSMUSG00000078813,LENG1,Leng1,ENSG00000105617
ENSMUSG00000089563,RNU6-113P,Gm24667,ENSG00000252462
ENSMUSG00000116187,,Gm49456,
ENSMUSG00002076434,,Gm55056,
ENSMUSG00000060459,KNG1,Kng2,ENSG00000113889
ENSMUSG00000039236,ISG20,Isg20,ENSG00000172183
ENSMUSG00000108750,,Gm44750,
ENSMUSG00000079501,,Gm5138,
ENSMUSG00000029670,ING3,Ing3,ENSG00000071243
ENSMUSG00000021135,SLC10A1,Slc10a1,ENSG00000100652
ENSMUSG00000025383,IL23A,Il23a,ENSG00000110944
ENSMUSG00000015937,MACROH2A1,Macroh2a1,ENSG00000113648
ENSMUSG00000103742,,Gm38240,
ENSMUSG00000103637,,Gm38330,
ENSMUSG00000104130,,Gm36951,
ENSMUSG00000064948,,Gm23241,
ENSMUSG00000089648,,Gm15790,
ENSMUSG00000094122,,Rpl31-ps9,
ENSMUSG00000040675,MTHFD1L,Mthfd1l,ENSG00000120254
ENSMUSG00000102800,,Gm37479,
ENSMUSG00000103803,,Gm37064,
ENSMUSG00000103281,,Gm37278,
ENSMUSG00000021136,SMOC1,Smoc1,ENSG00000198732
ENSMUSG00000100623,,Gm29428,
ENSMUSG00000086633,,Gm16081,
ENSMUSG00000026401,CD55,Cd55b,ENSG00000196352
ENSMUSG00000118040,,Gm36602,
ENSMUSG00000024713,PCSK5,Pcsk5,ENSG00000099139
ENSMUSG00000031666,RBL2,Rbl2,ENSG00000103479
ENSMUSG00000108670,,Gm44815,
ENSMUSG00000097441,,Gm26633,
ENSMUSG00000087691,,Cd55os,
ENSMUSG00000030811,FBXL19,Fbxl19,ENSG00000099364
ENSMUSG00000086825,,Gm15675,
ENSMUSG00000090533,,Gm8214,
ENSMUSG00000103305,,Gm34068,
ENSMUSG00000026399,CD55,Cd55,ENSG00000196352
ENSMUSG00000111291,,Gm48604,
ENSMUSG00000025235,BBS4,Bbs4,ENSG00000140463
ENSMUSG00000104007,,Gm38332,
ENSMUSG00000102139,,Gm37109,
ENSMUSG00000102743,,Gm38108,
ENSMUSG00000103751,,Gm37283,
ENSMUSG00000039384,DUSP10,Dusp10,ENSG00000143507
ENSMUSG00000090021,,Gm6493,
ENSMUSG00000116996,,Gm8128,
ENSMUSG00000022505,EMP2,Emp2,ENSG00000213853
ENSMUSG00000044854,,1700056E22Rik,
ENSMUSG00000102682,,Gm37223,
ENSMUSG00000085459,,Gm12272,
ENSMUSG00000084786,UBL5,Ubl5,ENSG00000198258
ENSMUSG00000114470,,Gm49395,
ENSMUSG00000017801,MLX,Mlx,ENSG00000108788
ENSMUSG00002076182,RNU6-1150P,Gm55060,ENSG00000252606
ENSMUSG00002076182,RNU6-725P,Gm55060,ENSG00000252371
ENSMUSG00000116637,,Gm8130,
ENSMUSG00000116270,,Gm1600,
ENSMUSG00000039179,TEKT5,Tekt5,ENSG00000153060
ENSMUSG00000003992,SSBP2,Ssbp2,ENSG00000145687
ENSMUSG00000117556,,Gm18948,
ENSMUSG00000102794,,Gm37712,
ENSMUSG00000094334,,Fabp5l2,
ENSMUSG00000104419,,2900092O11Rik,
ENSMUSG00000117542,,Gm18763,
ENSMUSG00000101574,,1700112H15Rik,
ENSMUSG00000064822,,Gm24292,
ENSMUSG00000117462,,Gm50027,
ENSMUSG00000117505,,Gm9993,
ENSMUSG00000089057,,Gm23349,
ENSMUSG00000103308,,Gm37800,
ENSMUSG00000024283,WAC,Wac,ENSG00000095787
ENSMUSG00000102606,,Rpl21-ps1,
ENSMUSG00000103314,,Gm38358,
ENSMUSG00000092578,,4930488B22Rik,
ENSMUSG00000092673,,Mir3067,
ENSMUSG00000079055,SLC8A3,Slc8a3,ENSG00000100678
ENSMUSG00000042554,,Zp3r,
ENSMUSG00000022503,NUBP1,Nubp1,ENSG00000103274
ENSMUSG00000097546,,Gm26749,
ENSMUSG00000068036,AFDN,Afdn,ENSG00000130396
ENSMUSG00000021902,PHF7,Phf7,ENSG00000010318
ENSMUSG00000031381,PIGA,Piga,ENSG00000165195
ENSMUSG00000043964,ORAI3,Orai3,ENSG00000175938
ENSMUSG00000004568,ARHGEF18,Arhgef18,ENSG00000104880
ENSMUSG00000032410,XRN1,Xrn1,ENSG00000114127
ENSMUSG00000050908,TVP23A,Tvp23a,ENSG00000166676
ENSMUSG00000030607,ACAN,Acan,ENSG00000157766
ENSMUSG00000098128,,Gm3693,
ENSMUSG00000064395,,Gm23623,
ENSMUSG00000039377,HLX,Hlx,ENSG00000136630
ENSMUSG00000021139,,Gm20498,
ENSMUSG00000023022,LIMA1,Lima1,ENSG00000050405
ENSMUSG00000022875,KNG1,Kng1,ENSG00000113889
ENSMUSG00000102158,,Gm34342,
ENSMUSG00000003555,CYP17A1,Cyp17a1,ENSG00000148795
ENSMUSG00000026254,EIF4E2,Eif4e2,ENSG00000135930
ENSMUSG00000107991,,Gm43919,
ENSMUSG00000107534,,Gm43920,
ENSMUSG00000021262,EVL,Evl,ENSG00000196405
ENSMUSG00000062980,CPED1,Cped1,ENSG00000106034
ENSMUSG00000087703,,Gm15650,
ENSMUSG00002074933,,Gm55532,
ENSMUSG00000092674,RN7SL720P,Gm24105,ENSG00000241152
ENSMUSG00000092674,RN7SL291P,Gm24105,ENSG00000242065
ENSMUSG00000092674,RN7SL323P,Gm24105,ENSG00000241997
ENSMUSG00000092674,RN7SL160P,Gm24105,ENSG00000241159
ENSMUSG00000092674,RN7SL280P,Gm24105,ENSG00000244671
ENSMUSG00000092674,RN7SL18P,Gm24105,ENSG00000241625
ENSMUSG00000092674,RN7SL300P,Gm24105,ENSG00000265813
ENSMUSG00000092674,RN7SL464P,Gm24105,ENSG00000243872
ENSMUSG00000092674,RN7SL128P,Gm24105,ENSG00000240869
ENSMUSG00000060063,ALOX5AP,Alox5ap,ENSG00000132965
ENSMUSG00000086564,CD101,Cd101,ENSG00000134256
ENSMUSG00000003549,ERCC1,Ercc1,ENSG00000012061
ENSMUSG00000029406,PITPNM2,Pitpnm2,ENSG00000090975
ENSMUSG00000118270,,Gm17819,
ENSMUSG00000088370,RNU6-545P,Gm22880,ENSG00000199551
ENSMUSG00000118079,,Gm50181,
ENSMUSG00000097937,,Gm6967,
ENSMUSG00000119544,,Gm55288,
ENSMUSG00000117822,,Eef1a1-ps1,
ENSMUSG00002076798,,Gm55289,
ENSMUSG00000117687,,Gm50182,
ENSMUSG00000117774,,Gm18610,
ENSMUSG00000062376,BORCS7,Borcs7,ENSG00000166275
ENSMUSG00000040269,MRPS28,Mrps28,ENSG00000147586
ENSMUSG00000025059,GK3P,Gk,ENSG00000229894
ENSMUSG00000025059,GK,Gk,ENSG00000198814
ENSMUSG00000118192,,Gm50183,
ENSMUSG00000003559,AS3MT,As3mt,ENSG00000214435
ENSMUSG00000081594,,Gm15467,
ENSMUSG00000098655,,Mir7011,
ENSMUSG00000103304,,Gm5979,
ENSMUSG00000081657,,Gm15466,
ENSMUSG00000027864,PTGFRN,Ptgfrn,ENSG00000134247
ENSMUSG00000004837,GRAP,Grap,ENSG00000154016
ENSMUSG00000004837,GRAPL,Grap,ENSG00000189152
ENSMUSG00000084925,,1810062O18Rik,
ENSMUSG00000011256,,Adam19,
ENSMUSG00000105717,,Gm43465,
ENSMUSG00000047649,POLR1G,Cd3eap,ENSG00000117877
ENSMUSG00000082415,,Gm12486,
ENSMUSG00000083546,,Tpt1-ps1,
ENSMUSG00000081569,,Gm12490,
ENSMUSG00000027863,CD2,Cd2,ENSG00000116824
ENSMUSG00000022012,ENOX1,Enox1,ENSG00000120658
ENSMUSG00000024725,OSTF1,Ostf1,ENSG00000134996
ENSMUSG00000082247,,Gm16074,
ENSMUSG00000042275,PELO,Pelo,ENSG00000152684
ENSMUSG00000065792,,Gm25515,
ENSMUSG00000089473,U8,Gm25369,ENSG00000212249
ENSMUSG00000111266,,Gm30570,
ENSMUSG00000114255,,Gm10734,
ENSMUSG00000035798,ZDHHC17,Zdhhc17,ENSG00000186908
ENSMUSG00000118824,,Gm25985,
ENSMUSG00000065643,RNU6-1153P,Gm25897,ENSG00000252569
ENSMUSG00000114872,,Gm18759,
ENSMUSG00000092014,,Gm4468,
ENSMUSG00000114471,,Gm47891,
ENSMUSG00000090500,,Gm17057,
ENSMUSG00000115856,,Gm18095,
ENSMUSG00000077278,,Gm22778,
ENSMUSG00000030606,HAPLN3,Hapln3,ENSG00000140511
ENSMUSG00000114551,,Gm6035,
ENSMUSG00000116478,,Gm18890,
ENSMUSG00000114847,,Gm47892,
ENSMUSG00000037438,,Uqcrh-ps1,
ENSMUSG00000114324,,Gm18135,
ENSMUSG00000116141,,Gm49495,
ENSMUSG00000114956,,Gm47893,
ENSMUSG00000116255,,Gm20564,
ENSMUSG00000061669,,Rpl34-ps2,
ENSMUSG00000045350,FAM186A,Fam186a,ENSG00000185958
ENSMUSG00000021620,ACOT12,Acot12,ENSG00000172497
ENSMUSG00000106736,,Gm42573,
ENSMUSG00000072381,,Gm10355,
ENSMUSG00000106316,,Gm43467,
ENSMUSG00000029671,WNT16,Wnt16,ENSG00000002745
ENSMUSG00000078578,UBE2D3,Ube2d3,ENSG00000109332
ENSMUSG00000116625,,Gm8134,
ENSMUSG00000022504,CIITA,Ciita,ENSG00000179583
ENSMUSG00000080783,,Gm8250,
ENSMUSG00000064105,CNNM2,Cnnm2,ENSG00000148842
ENSMUSG00000096111,,Gm21917,
ENSMUSG00000040734,PPP1R13L,Ppp1r13l,ENSG00000104881
ENSMUSG00000030162,OLR1,Olr1,ENSG00000173391
ENSMUSG00002076514,,Gm55022,
ENSMUSG00000023025,LARP4,Larp4,ENSG00000161813
ENSMUSG00000098942,,Mir8100,
ENSMUSG00000086998,,Gm16033,
ENSMUSG00000087607,,Gm16034,
ENSMUSG00000020411,NIPAL4,Nipal4,ENSG00000172548
ENSMUSG00002076198,,Gm55256,
ENSMUSG00002075889,,Gm55257,
ENSMUSG00000042258,ISL1,Isl1,ENSG00000016082
ENSMUSG00000069633,PEX11G,Pex11g,ENSG00000104883
ENSMUSG00000099331,,Mir7239,
ENSMUSG00000019303,PSMC3IP,Psmc3ip,ENSG00000131470
ENSMUSG00000029672,FAM3C,Fam3c,ENSG00000196937
ENSMUSG00000117814,,Gm50431,
ENSMUSG00000019734,TMC4,Tmc4,ENSG00000167608
ENSMUSG00000037847,NMRK1,Nmrk1,ENSG00000106733
ENSMUSG00000108955,,Gm44775,
ENSMUSG00000031553,,Adam3,
ENSMUSG00000042371,SLC5A10,Slc5a10,ENSG00000154025
ENSMUSG00000114889,,Gm29764,
ENSMUSG00000114451,,Gm47912,
ENSMUSG00000114731,,Gm47914,
ENSMUSG00000114347,,Gm47913,
ENSMUSG00002076507,,Gm55259,
ENSMUSG00000114290,,4930435F18Rik,
ENSMUSG00000021621,ZCCHC9,Zcchc9,ENSG00000131732
ENSMUSG00000063556,,Gm10132,
ENSMUSG00000115733,,Gm49001,
ENSMUSG00000115244,,Gm49002,
ENSMUSG00000067973,,Gm6994,
ENSMUSG00002075302,,Gm54968,
ENSMUSG00002076975,,Gm23823,
ENSMUSG00000115363,,Gm49003,
ENSMUSG00000115257,,Gm30467,
ENSMUSG00000075512,,Gm1587,
ENSMUSG00000022013,DNAJC15,Dnajc15,ENSG00000120675
ENSMUSG00000021156,ZMYND11,Zmynd11,ENSG00000015171
ENSMUSG00000024726,CARNMT1,Carnmt1,ENSG00000156017
ENSMUSG00000021901,BAP1,Bap1,ENSG00000163930
ENSMUSG00000101468,,Gm7761,
ENSMUSG00000026405,C4BPA,C4bp,ENSG00000123838
ENSMUSG00000107282,,Gm43630,
ENSMUSG00000047044,C9orf40,D030056L22Rik,ENSG00000135045
ENSMUSG00000030160,TMEM52B,Tmem52b,ENSG00000165685
ENSMUSG00000017132,CYTH1,Cyth1,ENSG00000108669
ENSMUSG00000117878,,Gm50202,
ENSMUSG00000064941,,Gm23238,
ENSMUSG00000024727,TRPM6,Trpm6,ENSG00000119121
ENSMUSG00000112165,,Gm48851,
ENSMUSG00000091086,,Rpl6l,
ENSMUSG00002075246,RNU6-397P,Gm55609,ENSG00000252035
ENSMUSG00000111968,,Gm8873,
ENSMUSG00000038587,AKAP12,Akap12,ENSG00000131016
ENSMUSG00000100084,,2310068J16Rik,
ENSMUSG00000086032,,Gm15929,
ENSMUSG00000023026,DIP2B,Dip2b,ENSG00000066084
ENSMUSG00000108290,,Gm44120,
ENSMUSG00000098187,,Gm8927,
ENSMUSG00000061079,ZNF143,Zfp143,ENSG00000166478
ENSMUSG00000065436,MIR342,Mir342,ENSG00000199082
ENSMUSG00000106803,,Gm8930,
ENSMUSG00000021263,DEGS2,Degs2,ENSG00000168350
ENSMUSG00000107303,,Gm18861,
ENSMUSG00002076118,,Gm55347,
ENSMUSG00002076428,,Gm55348,
ENSMUSG00000107059,,Gm43629,
ENSMUSG00000030161,GABARAPL1,Gabarapl1,ENSG00000139112
ENSMUSG00000101227,,Gm29506,
ENSMUSG00000034235,USP54,Usp54,ENSG00000166348
ENSMUSG00000089302,,Gm26208,
ENSMUSG00000113396,,Gm33467,
ENSMUSG00000026621,MTARC1,Mtarc1,ENSG00000186205
ENSMUSG00000110225,,Gm45528,
ENSMUSG00002075150,,Gm55059,
ENSMUSG00000040340,TEX45,Tex45,ENSG00000198723
ENSMUSG00000114102,,Gm48048,
ENSMUSG00000112971,,Gm33682,
ENSMUSG00000089883,,Gm3355,
ENSMUSG00000114045,,Gm34220,
ENSMUSG00000032171,PIN1,Pin1,ENSG00000127445
ENSMUSG00000115221,,Gm49121,
ENSMUSG00000021264,YY1,Yy1,ENSG00000100811
ENSMUSG00000075327,ZBTB2,Zbtb2,ENSG00000181472
ENSMUSG00000067941,,Gm7168,
ENSMUSG00000107997,,Gm44243,
ENSMUSG00000108257,,Gm44251,
ENSMUSG00000050241,KLRC2,Klre1,ENSG00000205809
ENSMUSG00000050241,KLRC3,Klre1,ENSG00000205810
ENSMUSG00000050241,KLRC1,Klre1,ENSG00000134545
ENSMUSG00000050241,KLRC4,Klre1,ENSG00000183542
ENSMUSG00000101867,,C78334,
ENSMUSG00000101307,,Gm7356,
ENSMUSG00000101361,,Gm7358,
ENSMUSG00000099476,,4930488N24Rik,
ENSMUSG00000117280,,Gm49903,
ENSMUSG00000032119,HINFP,Hinfp,ENSG00000172273
ENSMUSG00000048826,DACT2,Dact2,ENSG00000164488
ENSMUSG00000095123,,Gm21781,
ENSMUSG00000019763,RMND1,Rmnd1,ENSG00000155906
ENSMUSG00000081933,,Gm14767,
ENSMUSG00000031667,AKTIP,Aktip,ENSG00000166971
ENSMUSG00000067276,CAPN6,Capn6,ENSG00000077274
ENSMUSG00000117185,,Gm34510,
ENSMUSG00000030067,FOXP1,Foxp1,ENSG00000114861
ENSMUSG00000021265,SLC25A29,Slc25a29,ENSG00000197119
ENSMUSG00000063660,,Or1o3,
ENSMUSG00000088318,,Gm26187,
ENSMUSG00000073730,,Ppp1r14bl,
ENSMUSG00000089553,,Gm24176,
ENSMUSG00000084425,RNU4-48P,Gm25104,ENSG00000202429
ENSMUSG00000101904,,Gm29427,
ENSMUSG00000016206,,H2-M3,
ENSMUSG00002075776,RN7SKP247,Gm55298,ENSG00000223026
ENSMUSG00000036192,RORB,Rorb,ENSG00000198963
ENSMUSG00000102766,,Gm6420,
ENSMUSG00000100257,,C4bp-ps1,
ENSMUSG00000091803,COX16,Cox16,ENSG00000133983
ENSMUSG00000065405,MIR30A,Mir30a,ENSG00000207827
ENSMUSG00000097970,,Gm27028,
ENSMUSG00000065567,MIR30C2,Mir30c-2,ENSG00000199094
ENSMUSG00000100775,,Gm29107,
ENSMUSG00000101226,,Gm20954,
ENSMUSG00000026255,EFHD1,Efhd1,ENSG00000115468
ENSMUSG00000092556,,Or11a3-ps1,
ENSMUSG00000023886,SMOC2,Smoc2,ENSG00000112562
ENSMUSG00000091019,,Gm7502,
ENSMUSG00000117428,,Gm4833,
ENSMUSG00000117490,,Gm35031,
ENSMUSG00000117385,,Gm20147,
ENSMUSG00000117484,,Gm5500,
ENSMUSG00000117424,,Gm35232,
ENSMUSG00000089821,,Efhd1os,
ENSMUSG00000092097,,Gm5819,
ENSMUSG00000087232,,Gm14764,
ENSMUSG00002076391,,Gm55178,
ENSMUSG00000026158,OGFRL1,Ogfrl1,ENSG00000119900
ENSMUSG00000103172,,Gm37148,
ENSMUSG00000084340,,Gm14766,
ENSMUSG00000117549,,Gm7523,
ENSMUSG00000117483,,Gm18526,
ENSMUSG00002075758,,Gm55194,
ENSMUSG00000081212,,Gm6964,
ENSMUSG00000036904,FZD8,Fzd8,ENSG00000177283
ENSMUSG00000081452,,Gm14761,
ENSMUSG00000078314,,Gm14762,
ENSMUSG00000036855,GJD4,Gjd4,ENSG00000177291
ENSMUSG00000100931,,Gm28085,
ENSMUSG00000031167,,Rbm3,
ENSMUSG00000103507,,Gm38375,
ENSMUSG00000032172,OLFM2,Olfm2,ENSG00000105088
ENSMUSG00000117644,,Gm50053,
ENSMUSG00000024286,CCNY,Ccny,ENSG00000108100
ENSMUSG00002075237,RNA5SP172,Gm55542,ENSG00000201931
ENSMUSG00000068697,MYOZ1,Myoz1,ENSG00000177791
ENSMUSG00000107317,,Gm19719,
ENSMUSG00000090220,,Pitpnm2os1,
ENSMUSG00000097920,,Gm7784,
ENSMUSG00000099503,,Gm28822,
ENSMUSG00000085687,,Gm16153,
ENSMUSG00000026156,B3GAT2,B3gat2,ENSG00000112309
ENSMUSG00000105759,,Gm42425,
ENSMUSG00000020189,OSBPL8,Osbpl8,ENSG00000091039
ENSMUSG00000107271,,BC028471,
ENSMUSG00000105404,,Gm42807,
ENSMUSG00000042035,IGSF3,Igsf3,ENSG00000143061
ENSMUSG00000039376,SYNPO2L,Synpo2l,ENSG00000166317
ENSMUSG00000029502,GOLGA3,Golga3,ENSG00000090615
ENSMUSG00000073481,MTARC2,Mtarc2,ENSG00000117791
ENSMUSG00000109904,,Gm45819,
ENSMUSG00000042308,,Setd1a,
ENSMUSG00000025234,ARIH1,Arih1,ENSG00000166233
ENSMUSG00000022014,EPSTI1,Epsti1,ENSG00000133106
ENSMUSG00000117328,,4930474M22Rik,
ENSMUSG00000061972,,Or1o4,
ENSMUSG00000116688,,Gm49720,
ENSMUSG00000092524,,Or14q1-ps1,
ENSMUSG00000116801,,Gm38551,
ENSMUSG00000092077,,Or12d12,
ENSMUSG00000067224,,Gm3695,
ENSMUSG00000091531,,Or12d2,
ENSMUSG00000072974,,Gm4787,
ENSMUSG00000104639,,Gm42939,
ENSMUSG00000049246,,Hspe1-ps2,
ENSMUSG00000105611,,Gm42938,
ENSMUSG00000072972,,Adam4,
ENSMUSG00000106137,,Gm42538,
ENSMUSG00000049618,,Or12d13,
ENSMUSG00000028164,MANBA,Manba,ENSG00000109323
ENSMUSG00000099478,,Gm28370,
ENSMUSG00000048856,SLC25A47,Slc25a47,ENSG00000140107
ENSMUSG00000024078,TTC27,Ttc27,ENSG00000018699
ENSMUSG00000117448,,Gm50055,
ENSMUSG00000117909,,Gm50212,
ENSMUSG00000117503,,Gm7527,
ENSMUSG00000117435,,Gm7532,
ENSMUSG00000117349,,Gm7274,
ENSMUSG00000117641,,Gm46641,
ENSMUSG00000025041,NT5C2,Nt5c2,ENSG00000076685
ENSMUSG00002076359,SNORA25,Gm55184,ENSG00000207112
ENSMUSG00000050996,CETN1,Cetn1,ENSG00000177143
ENSMUSG00000042377,FAM83G,Fam83g,ENSG00000188522
ENSMUSG00000117402,,Gm4834,
ENSMUSG00000036103,COLEC12,Colec12,ENSG00000158270
ENSMUSG00000088559,,Mir1981,
ENSMUSG00002076207,,Gm55575,
ENSMUSG00000039349,C1orf115,C130074G19Rik,ENSG00000162817
ENSMUSG00000065429,MIR345,Mir345,ENSG00000198984
ENSMUSG00000090935,SYNJ2BP,Synj2bp,ENSG00000213463
ENSMUSG00000017802,RETREG3,Retreg3,ENSG00000141699
ENSMUSG00000026587,ASTN1,Astn1,ENSG00000152092
ENSMUSG00000109727,,Gm45464,
ENSMUSG00000110189,,Gm45665,
ENSMUSG00000109755,,Gm8489,
ENSMUSG00000110106,,Gm45666,
ENSMUSG00002076895,RN7SKP183,Gm55506,ENSG00000252978
ENSMUSG00000110089,,Gm36243,
ENSMUSG00000117390,,Gm50080,
ENSMUSG00000038055,DEXI,Dexi,ENSG00000182108
ENSMUSG00000117597,,Gm50078,
ENSMUSG00000091285,,Gm17430,
ENSMUSG00000033282,RPGRIP1L,Rpgrip1l,ENSG00000103494
ENSMUSG00000098235,,Gm7497,
ENSMUSG00000115517,,Gm48954,
ENSMUSG00000089054,,Gm23350,
ENSMUSG00000092272,,Gm19301,
ENSMUSG00000117619,,Gm50079,
ENSMUSG00000031016,WEE1,Wee1,ENSG00000166483
ENSMUSG00002076222,,Gm55185,
ENSMUSG00000115519,,Gm48955,
ENSMUSG00000117453,,Gm2424,
ENSMUSG00000019027,DNAH1,Dnah1,ENSG00000114841
ENSMUSG00000092039,,Gm5501,
ENSMUSG00000024287,THOC1,Thoc1,ENSG00000079134
ENSMUSG00000112642,,Gm17849,
ENSMUSG00000035759,BBS10,Bbs10,ENSG00000179941
ENSMUSG00000090516,,Rps11-ps1,
ENSMUSG00000111852,,Gm33180,
ENSMUSG00000022884,EIF4A2,Eif4a2,ENSG00000156976
ENSMUSG00000088651,,Gm24853,
ENSMUSG00000091587,,Gm17191,
ENSMUSG00000049526,,Tmem202,
ENSMUSG00000008438,ADAM21,Adam21,ENSG00000139985
ENSMUSG00000112246,,Gm40761,
ENSMUSG00000108815,,Gm49388,
ENSMUSG00000061759,ARMT1,Armt1,ENSG00000146476
ENSMUSG00000002679,MED6,Med6,ENSG00000133997
ENSMUSG00000108402,,9430064I24Rik,
ENSMUSG00000031015,SWAP70,Swap70,ENSG00000133789
ENSMUSG00000116021,,Gm49474,
ENSMUSG00000116311,,4930478M13Rik,
ENSMUSG00000025232,HEXA,Hexa,ENSG00000213614
ENSMUSG00000033161,ATP1A1,Atp1a1,ENSG00000163399
ENSMUSG00000116366,,Gm49475,
ENSMUSG00000023032,SLC4A8,Slc4a8,ENSG00000050438
ENSMUSG00000107314,,Gm20488,
ENSMUSG00000109799,,Gm45515,
ENSMUSG00000110102,,Gm9132,
ENSMUSG00000107152,,Gm43152,
ENSMUSG00000104720,,Gm43138,
ENSMUSG00000035596,MBOAT7,Mboat7,ENSG00000125505
ENSMUSG00000104970,,5930411N13Rik,
ENSMUSG00000029659,MEDAG,Medag,ENSG00000102802
ENSMUSG00000019767,CCDC170,Ccdc170,ENSG00000120262
ENSMUSG00000035198,TUBG1,Tubg1,ENSG00000131462
ENSMUSG00000090244,,Gm16572,
ENSMUSG00000089806,,Gm16570,
ENSMUSG00000042734,TTC9,Ttc9,ENSG00000133985
ENSMUSG00000109828,,Gm45662,
ENSMUSG00000109956,,Gm45428,
ENSMUSG00000031554,,Adam5,
ENSMUSG00000065371,,Gm22739,
ENSMUSG00000112330,,Gm3266,
ENSMUSG00000041440,GK5,Gk5,ENSG00000175066
ENSMUSG00000113184,,Gm49654,
ENSMUSG00000042724,MAP3K9,Map3k9,ENSG00000006432
ENSMUSG00000005682,PAN2,Pan2,ENSG00000135473
