gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	#B16BA8	#F39426	B cells Memory	CAFs MSC iCAF-like	CAFs myCAF-like	Cycling PVL	Cycling T-cells	Cycling_Myeloid	DCs	Endothelial ACKR1	Endothelial CXCL12	Endothelial RGS5	Luminal Progenitors	Macrophage	Monocyte	NK cells	NKT cells	PVL Differentiated	PVL Immature	T cells CD4+	T cells CD8+
ACVR1B	P36896	True	ACV1B_HUMAN	ACVR_1B2A_receptor	CPI-CC0288FD89F	0.046	0.025	0.0	0.01	0.004	0.0	0.0	0.0	0.0	0.03	0.036	0.04	0.0	0.017	0.0	0.0	0.0	0.0	0.044	0.016	0.0
ACVR1B	P36896	True	ACV1B_HUMAN	ACVR_1B2A_receptor	CPI-SC00C9C81E3	0.046	0.025	0.0	0.01	0.004	0.0	0.0	0.0	0.0	0.03	0.036	0.04	0.0	0.017	0.0	0.0	0.0	0.0	0.044	0.016	0.0
ACVR1B	P36896	True	ACV1B_HUMAN	ACVR_1B2A_receptor	CPI-SC0B3D321CC	0.046	0.025	0.0	0.01	0.004	0.0	0.0	0.0	0.0	0.03	0.036	0.04	0.0	0.017	0.0	0.0	0.0	0.0	0.044	0.016	0.0
ACVR1B	P36896	True	ACV1B_HUMAN	ACVR_1B2A_receptor	CPI-CC0FA8B4931	0.046	0.025	0.0	0.01	0.004	0.0	0.0	0.0	0.0	0.03	0.036	0.04	0.0	0.017	0.0	0.0	0.0	0.0	0.044	0.016	0.0
ACVR1B	P36896	True	ACV1B_HUMAN	ACVR_1B2A_receptor	CPI-CC02D192370	0.046	0.025	0.0	0.01	0.004	0.0	0.0	0.0	0.0	0.03	0.036	0.04	0.0	0.017	0.0	0.0	0.0	0.0	0.044	0.016	0.0
ACVR1B	P36896	True	ACV1B_HUMAN	ACVR_1B2B_receptor	CPI-CC0E6BCEC26	0.005	0.036	0.0	0.01	0.004	0.0	0.0	0.0	0.0	0.02	0.036	0.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ACVR1B	P36896	True	ACV1B_HUMAN	ACVR_1B2B_receptor	CPI-SC0A86600AA	0.005	0.036	0.0	0.01	0.004	0.0	0.0	0.0	0.0	0.02	0.036	0.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ACVR1B	P36896	True	ACV1B_HUMAN	ACVR_1B2B_receptor	CPI-SC0002A7A8F	0.005	0.036	0.0	0.01	0.004	0.0	0.0	0.0	0.0	0.02	0.036	0.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ACVR1B	P36896	True	ACV1B_HUMAN	ACVR_1B2B_receptor	CPI-SC0FDDA8A63	0.005	0.036	0.0	0.01	0.004	0.0	0.0	0.0	0.0	0.02	0.036	0.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ACVR1B	P36896	True	ACV1B_HUMAN	ACVR_1B2B_receptor	CPI-CC04553E312	0.005	0.036	0.0	0.01	0.004	0.0	0.0	0.0	0.0	0.02	0.036	0.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ACVR1B	P36896	True	ACV1B_HUMAN	ACVR_1B2B_receptor	CPI-CC057B323A5	0.005	0.036	0.0	0.01	0.004	0.0	0.0	0.0	0.0	0.02	0.036	0.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ACVR1C	Q8NER5	True	ACV1C_HUMAN	ACVR_1C2A_receptor	CPI-CC0021FE823	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ACVR1C	Q8NER5	True	ACV1C_HUMAN	ACVR_1C2A_receptor	CPI-SC0E760DE88	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ACVR1C	Q8NER5	True	ACV1C_HUMAN	ACVR_1C2A_receptor	CPI-CC0BDA1C176	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ACVR1C	Q8NER5	True	ACV1C_HUMAN	ACVR_1C2A_receptor	CPI-CC08375F742	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ACVR1C	Q8NER5	True	ACV1C_HUMAN	ACVR_1C2B_receptor	CPI-CC00485C63D	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ACVR1C	Q8NER5	True	ACV1C_HUMAN	ACVR_1C2B_receptor	CPI-SC020B01F65	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ACVR1C	Q8NER5	True	ACV1C_HUMAN	ACVR_1C2B_receptor	CPI-CC0C1E0C4B7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ACVR1C	Q8NER5	True	ACV1C_HUMAN	ACVR_1C2B_receptor	CPI-CC0E62974F4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BMPR2	Q13873	True	BMPR2_HUMAN	ACVR1_BMPR2	CPI-SC00DF87C38	0.074	0.058	0.0	0.123	0.111	0.0	0.0	0.0	0.133	0.101	0.148	0.216	0.139	0.019	0.149	0.0	0.0	0.103	0.119	0.021	0.0
BMPR2	Q13873	True	BMPR2_HUMAN	ACVR1_BMPR2	CPI-SC04771EF53	0.074	0.058	0.0	0.123	0.111	0.0	0.0	0.0	0.133	0.101	0.148	0.216	0.139	0.019	0.149	0.0	0.0	0.103	0.119	0.021	0.0
BMPR2	Q13873	True	BMPR2_HUMAN	ACVR1_BMPR2	CPI-SC0BD23E626	0.074	0.058	0.0	0.123	0.111	0.0	0.0	0.0	0.133	0.101	0.148	0.216	0.139	0.019	0.149	0.0	0.0	0.103	0.119	0.021	0.0
BMPR2	Q13873	True	BMPR2_HUMAN	BMPR1A_BMPR2	CPI-SC070B9F112	0.071	0.072	0.0	0.154	0.091	0.0	0.0	0.093	0.0	0.0	0.019	0.0	0.0	0.044	0.082	0.0	0.0	0.061	0.134	0.016	0.0
BMPR2	Q13873	True	BMPR2_HUMAN	BMPR1A_BMPR2	CPI-SC0915DDE22	0.071	0.072	0.0	0.154	0.091	0.0	0.0	0.093	0.0	0.0	0.019	0.0	0.0	0.044	0.082	0.0	0.0	0.061	0.134	0.016	0.0
BMPR2	Q13873	True	BMPR2_HUMAN	BMPR1A_BMPR2	CPI-SC00D19A858	0.071	0.072	0.0	0.154	0.091	0.0	0.0	0.093	0.0	0.0	0.019	0.0	0.0	0.044	0.082	0.0	0.0	0.061	0.134	0.016	0.0
BMPR2	Q13873	True	BMPR2_HUMAN	BMPR1A_BMPR2	CPI-SC0B1EBCCC6	0.071	0.072	0.0	0.154	0.091	0.0	0.0	0.093	0.0	0.0	0.019	0.0	0.0	0.044	0.082	0.0	0.0	0.061	0.134	0.016	0.0
BMPR2	Q13873	True	BMPR2_HUMAN	BMPR1A_BMPR2	CPI-SC02AFDCE1F	0.071	0.072	0.0	0.154	0.091	0.0	0.0	0.093	0.0	0.0	0.019	0.0	0.0	0.044	0.082	0.0	0.0	0.061	0.134	0.016	0.0
BMPR2	Q13873	True	BMPR2_HUMAN	BMPR1A_BMPR2	CPI-SC0B118E8DA	0.071	0.072	0.0	0.154	0.091	0.0	0.0	0.093	0.0	0.0	0.019	0.0	0.0	0.044	0.082	0.0	0.0	0.061	0.134	0.016	0.0
BMPR2	Q13873	True	BMPR2_HUMAN	BMPR1A_BMPR2	CPI-SC0A1278CD8	0.071	0.072	0.0	0.154	0.091	0.0	0.0	0.093	0.0	0.0	0.019	0.0	0.0	0.044	0.082	0.0	0.0	0.061	0.134	0.016	0.0
BMPR2	Q13873	True	BMPR2_HUMAN	BMPR1B_BMPR2	CPI-SC0C403F032	0.131	0.135	0.0	0.021	0.067	0.0	0.0	0.0	0.029	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0
BMPR2	Q13873	True	BMPR2_HUMAN	BMPR1B_BMPR2	CPI-SC07F8BC578	0.131	0.135	0.0	0.021	0.067	0.0	0.0	0.0	0.029	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0
BMPR2	Q13873	True	BMPR2_HUMAN	BMPR1B_BMPR2	CPI-SC0DDF53DDB	0.131	0.135	0.0	0.021	0.067	0.0	0.0	0.0	0.029	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0
BMPR2	Q13873	True	BMPR2_HUMAN	BMPR1B_BMPR2	CPI-SC0DA028FF9	0.131	0.135	0.0	0.021	0.067	0.0	0.0	0.0	0.029	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0
BMPR2	Q13873	True	BMPR2_HUMAN	BMPR1B_BMPR2	CPI-SC0E866CD7F	0.131	0.135	0.0	0.021	0.067	0.0	0.0	0.0	0.029	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0
BMPR2	Q13873	True	BMPR2_HUMAN	BMPR1B_BMPR2	CPI-SC090BF166F	0.131	0.135	0.0	0.021	0.067	0.0	0.0	0.0	0.029	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0
BMPR2	Q13873	True	BMPR2_HUMAN	BMPR1B_BMPR2	CPI-SC039AFE4AD	0.131	0.135	0.0	0.021	0.067	0.0	0.0	0.0	0.029	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0
BMPR2	Q13873	True	BMPR2_HUMAN	TGFR_BMPR2	CPI-SC0FDB4B6D9	0.131	0.135	0.02	0.055	0.148	0.0	0.0	0.26	0.133	0.093	0.082	0.12	0.049	0.097	0.209	0.0	0.0	0.0	0.089	0.023	0.036
ADIPOR1	Q96A54	True	ADR1_HUMAN	ADR_complex	CPI-SC0DC2F1E07	0.12	0.125	0.019	0.055	0.093	0.0	0.235	0.124	0.158	0.148	0.145	0.17	0.05	0.057	0.117	0.248	0.0	0.045	0.05	0.053	0.0
ADIPOR2	Q86V24	True	ADR2_HUMAN	ADR_complex	CPI-SC0DC2F1E07	0.12	0.125	0.019	0.055	0.093	0.0	0.235	0.124	0.158	0.148	0.145	0.17	0.05	0.057	0.117	0.248	0.0	0.045	0.05	0.053	0.0
BCR	P11274	True	BCR_HUMAN	BCR_CD45_CD22	CPI-SC0CF28722B	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PTPRC	P08575	True	PTPRC_HUMAN	BCR_CD45_CD22	CPI-SC0CF28722B	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CD22	P20273	True	CD22_HUMAN	BCR_CD45_CD22	CPI-SC0CF28722B	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FGFR4	P22455	True	FGFR4_HUMAN	BetaKlotho_FGFR4	CPI-SC068641E32	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
KLB	Q86Z14	True	KLOTB_HUMAN	BetaKlotho_FGFR4	CPI-SC068641E32	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BMPR1A	P36894	True	BMR1A_HUMAN	BMPR1A_BMPR2	CPI-SC070B9F112	0.071	0.072	0.0	0.154	0.091	0.0	0.0	0.093	0.0	0.0	0.019	0.0	0.0	0.044	0.082	0.0	0.0	0.061	0.134	0.016	0.0
BMPR1A	P36894	True	BMR1A_HUMAN	BMPR1A_BMPR2	CPI-SC0915DDE22	0.071	0.072	0.0	0.154	0.091	0.0	0.0	0.093	0.0	0.0	0.019	0.0	0.0	0.044	0.082	0.0	0.0	0.061	0.134	0.016	0.0
BMPR1A	P36894	True	BMR1A_HUMAN	BMPR1A_BMPR2	CPI-SC00D19A858	0.071	0.072	0.0	0.154	0.091	0.0	0.0	0.093	0.0	0.0	0.019	0.0	0.0	0.044	0.082	0.0	0.0	0.061	0.134	0.016	0.0
BMPR1A	P36894	True	BMR1A_HUMAN	BMPR1A_BMPR2	CPI-SC0B1EBCCC6	0.071	0.072	0.0	0.154	0.091	0.0	0.0	0.093	0.0	0.0	0.019	0.0	0.0	0.044	0.082	0.0	0.0	0.061	0.134	0.016	0.0
BMPR1A	P36894	True	BMR1A_HUMAN	BMPR1A_BMPR2	CPI-SC02AFDCE1F	0.071	0.072	0.0	0.154	0.091	0.0	0.0	0.093	0.0	0.0	0.019	0.0	0.0	0.044	0.082	0.0	0.0	0.061	0.134	0.016	0.0
BMPR1A	P36894	True	BMR1A_HUMAN	BMPR1A_BMPR2	CPI-SC0B118E8DA	0.071	0.072	0.0	0.154	0.091	0.0	0.0	0.093	0.0	0.0	0.019	0.0	0.0	0.044	0.082	0.0	0.0	0.061	0.134	0.016	0.0
BMPR1A	P36894	True	BMR1A_HUMAN	BMPR1A_BMPR2	CPI-SC0A1278CD8	0.071	0.072	0.0	0.154	0.091	0.0	0.0	0.093	0.0	0.0	0.019	0.0	0.0	0.044	0.082	0.0	0.0	0.061	0.134	0.016	0.0
BMPR1A	P36894	True	BMR1A_HUMAN	BMR1A_ACR2A	CPI-SC0464F1C6E	0.046	0.025	0.0	0.065	0.091	0.0	0.0	0.093	0.0	0.0	0.019	0.0	0.0	0.018	0.0	0.0	0.0	0.029	0.054	0.016	0.0
BMPR1A	P36894	True	BMR1A_HUMAN	BMR1A_ACR2A	CPI-SC052486D3E	0.046	0.025	0.0	0.065	0.091	0.0	0.0	0.093	0.0	0.0	0.019	0.0	0.0	0.018	0.0	0.0	0.0	0.029	0.054	0.016	0.0
BMPR1A	P36894	True	BMR1A_HUMAN	BMR1A_ACR2A	CPI-SC0C97FACEA	0.046	0.025	0.0	0.065	0.091	0.0	0.0	0.093	0.0	0.0	0.019	0.0	0.0	0.018	0.0	0.0	0.0	0.029	0.054	0.016	0.0
BMPR1A	P36894	True	BMR1A_HUMAN	BMR1A_ACR2A	CPI-SC0BACF0481	0.046	0.025	0.0	0.065	0.091	0.0	0.0	0.093	0.0	0.0	0.019	0.0	0.0	0.018	0.0	0.0	0.0	0.029	0.054	0.016	0.0
BMPR1A	P36894	True	BMR1A_HUMAN	BMR1A_ACR2A	CPI-SC0F5A1D137	0.046	0.025	0.0	0.065	0.091	0.0	0.0	0.093	0.0	0.0	0.019	0.0	0.0	0.018	0.0	0.0	0.0	0.029	0.054	0.016	0.0
BMPR1A	P36894	True	BMR1A_HUMAN	BMR1A_ACR2A	CPI-SC00694A66B	0.046	0.025	0.0	0.065	0.091	0.0	0.0	0.093	0.0	0.0	0.019	0.0	0.0	0.018	0.0	0.0	0.0	0.029	0.054	0.016	0.0
BMPR1A	P36894	True	BMR1A_HUMAN	BMR1A_ACR2A	CPI-SC08FDDEC16	0.046	0.025	0.0	0.065	0.091	0.0	0.0	0.093	0.0	0.0	0.019	0.0	0.0	0.018	0.0	0.0	0.0	0.029	0.054	0.016	0.0
BMPR1A	P36894	True	BMR1A_HUMAN	BMR1A_AVR2B	CPI-SC04266947A	0.005	0.036	0.0	0.024	0.017	0.0	0.0	0.0	0.0	0.0	0.019	0.0	0.0	0.0	0.0	0.0	0.0	0.042	0.0	0.0	0.0
BMPR1A	P36894	True	BMR1A_HUMAN	BMR1A_AVR2B	CPI-SC01D95B14C	0.005	0.036	0.0	0.024	0.017	0.0	0.0	0.0	0.0	0.0	0.019	0.0	0.0	0.0	0.0	0.0	0.0	0.042	0.0	0.0	0.0
BMPR1A	P36894	True	BMR1A_HUMAN	BMR1A_AVR2B	CPI-SC0D05B755E	0.005	0.036	0.0	0.024	0.017	0.0	0.0	0.0	0.0	0.0	0.019	0.0	0.0	0.0	0.0	0.0	0.0	0.042	0.0	0.0	0.0
BMPR1A	P36894	True	BMR1A_HUMAN	BMR1A_AVR2B	CPI-SC049520B40	0.005	0.036	0.0	0.024	0.017	0.0	0.0	0.0	0.0	0.0	0.019	0.0	0.0	0.0	0.0	0.0	0.0	0.042	0.0	0.0	0.0
BMPR1A	P36894	True	BMR1A_HUMAN	BMR1A_AVR2B	CPI-SC0A6BE23E9	0.005	0.036	0.0	0.024	0.017	0.0	0.0	0.0	0.0	0.0	0.019	0.0	0.0	0.0	0.0	0.0	0.0	0.042	0.0	0.0	0.0
BMPR1A	P36894	True	BMR1A_HUMAN	BMR1A_AVR2B	CPI-SC02B778C0B	0.005	0.036	0.0	0.024	0.017	0.0	0.0	0.0	0.0	0.0	0.019	0.0	0.0	0.0	0.0	0.0	0.0	0.042	0.0	0.0	0.0
BMPR1A	P36894	True	BMR1A_HUMAN	MIS_receptor_1	CPI-SC077F81192	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BMPR1B	O00238	True	BMR1B_HUMAN	BMPR1B_BMPR2	CPI-SC0C403F032	0.131	0.135	0.0	0.021	0.067	0.0	0.0	0.0	0.029	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0
BMPR1B	O00238	True	BMR1B_HUMAN	BMPR1B_BMPR2	CPI-SC07F8BC578	0.131	0.135	0.0	0.021	0.067	0.0	0.0	0.0	0.029	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0
BMPR1B	O00238	True	BMR1B_HUMAN	BMPR1B_BMPR2	CPI-SC0DDF53DDB	0.131	0.135	0.0	0.021	0.067	0.0	0.0	0.0	0.029	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0
BMPR1B	O00238	True	BMR1B_HUMAN	BMPR1B_BMPR2	CPI-SC0DA028FF9	0.131	0.135	0.0	0.021	0.067	0.0	0.0	0.0	0.029	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0
BMPR1B	O00238	True	BMR1B_HUMAN	BMPR1B_BMPR2	CPI-SC0E866CD7F	0.131	0.135	0.0	0.021	0.067	0.0	0.0	0.0	0.029	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0
BMPR1B	O00238	True	BMR1B_HUMAN	BMPR1B_BMPR2	CPI-SC090BF166F	0.131	0.135	0.0	0.021	0.067	0.0	0.0	0.0	0.029	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0
BMPR1B	O00238	True	BMR1B_HUMAN	BMPR1B_BMPR2	CPI-SC039AFE4AD	0.131	0.135	0.0	0.021	0.067	0.0	0.0	0.0	0.029	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0
BMPR1B	O00238	True	BMR1B_HUMAN	BMR1B_AVR2A	CPI-SC05FF723A3	0.046	0.025	0.0	0.021	0.067	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0
BMPR1B	O00238	True	BMR1B_HUMAN	BMR1B_AVR2A	CPI-SC00DB2B867	0.046	0.025	0.0	0.021	0.067	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0
BMPR1B	O00238	True	BMR1B_HUMAN	BMR1B_AVR2A	CPI-SC0C676F3BE	0.046	0.025	0.0	0.021	0.067	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0
BMPR1B	O00238	True	BMR1B_HUMAN	BMR1B_AVR2A	CPI-SC0D389E644	0.046	0.025	0.0	0.021	0.067	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0
BMPR1B	O00238	True	BMR1B_HUMAN	BMR1B_AVR2A	CPI-SC0079A1C11	0.046	0.025	0.0	0.021	0.067	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0
BMPR1B	O00238	True	BMR1B_HUMAN	BMR1B_AVR2A	CPI-SC0E5E4119C	0.046	0.025	0.0	0.021	0.067	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0
BMPR1B	O00238	True	BMR1B_HUMAN	BMR1B_AVR2A	CPI-SC0819046AF	0.046	0.025	0.0	0.021	0.067	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0
BMPR1B	O00238	True	BMR1B_HUMAN	BMR1B_AVR2B	CPI-SC0FB40175C	0.005	0.036	0.0	0.021	0.017	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BMPR1B	O00238	True	BMR1B_HUMAN	BMR1B_AVR2B	CPI-SC01C6EA11C	0.005	0.036	0.0	0.021	0.017	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BMPR1B	O00238	True	BMR1B_HUMAN	BMR1B_AVR2B	CPI-SC0F6C8C336	0.005	0.036	0.0	0.021	0.017	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BMPR1B	O00238	True	BMR1B_HUMAN	BMR1B_AVR2B	CPI-SC05824EDF4	0.005	0.036	0.0	0.021	0.017	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BMPR1B	O00238	True	BMR1B_HUMAN	BMR1B_AVR2B	CPI-SC0722594B0	0.005	0.036	0.0	0.021	0.017	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BMPR1B	O00238	True	BMR1B_HUMAN	BMR1B_AVR2B	CPI-SC089058CD0	0.005	0.036	0.0	0.021	0.017	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BMPR1B	O00238	True	BMR1B_HUMAN	BMR1B_AVR2B	CPI-SC06C46F1A9	0.005	0.036	0.0	0.021	0.017	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BMPR1B	O00238	True	BMR1B_HUMAN	MIS_receptor_2	CPI-SC09C7944F4	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CD8A	P01732	True	CD8A_HUMAN	CD8_receptor	CPI-SC00C58C990	0.0	0.0	0.0	0.0	0.0	0.0	0.452	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.016	0.64
CD8B	P10966	True	CD8B_HUMAN	CD8_receptor	CPI-SC00C58C990	0.0	0.0	0.0	0.0	0.0	0.0	0.452	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.016	0.64
KLRD1	Q13241	True	KLRD1_HUMAN	CD94:NKG2A	CPI-SC05A060D3B	0.0	0.0	0.0	0.0	0.0	0.0	0.46	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.783	0.254	0.0	0.0	0.0	0.109
KLRD1	Q13241	True	KLRD1_HUMAN	CD94:NKG2E	CPI-SC04E52CC72	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04
KLRC1	P26715	True	NKG2A_HUMAN	CD94:NKG2A	CPI-SC05A060D3B	0.0	0.0	0.0	0.0	0.0	0.0	0.46	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.783	0.254	0.0	0.0	0.0	0.109
KLRC3	Q07444	True	NKG2E_HUMAN	CD94:NKG2E	CPI-SC04E52CC72	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04
CNTFR	P26992	True	CNTFR_HUMAN	CNTF_1R	CPI-SC08497FAC9	0.0	0.0	0.0	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LIFR	P42702	True	LIFR_HUMAN	CNTF_1R	CPI-SC08497FAC9	0.0	0.0	0.0	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LIFR	P42702	True	LIFR_HUMAN	LIFR	CPI-SC0F30798CC	0.015	0.012	0.0	0.05	0.026	0.0	0.0	0.0	0.0	0.337	0.052	0.12	0.104	0.0	0.0	0.0	0.0	0.022	0.0	0.0	0.0
LIFR	P42702	True	LIFR_HUMAN	LIFR	CPI-SC0CDC669B3	0.015	0.012	0.0	0.05	0.026	0.0	0.0	0.0	0.0	0.337	0.052	0.12	0.104	0.0	0.0	0.0	0.0	0.022	0.0	0.0	0.0
IL6ST	P40189	True	IL6RB_HUMAN	CNTF_1R	CPI-SC08497FAC9	0.0	0.0	0.0	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
IL6ST	P40189	True	IL6RB_HUMAN	IL11_receptor	CPI-SC0409FF431	0.003	0.019	0.022	0.058	0.037	0.0	0.0	0.0	0.0	0.014	0.058	0.028	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008	0.038
IL6ST	P40189	True	IL6RB_HUMAN	IL35_receptor	CPI-CC0D8A77C69	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.088	0.0	0.0	0.026	0.0
IL6ST	P40189	True	IL6RB_HUMAN	IL6_receptor	CPI-SC0E81D7329	0.079	0.085	0.0	0.038	0.013	0.0	0.0	0.177	0.176	0.054	0.044	0.0	0.055	0.179	0.085	0.0	0.0	0.0	0.058	0.069	0.0
IL6ST	P40189	True	IL6RB_HUMAN	LIFR	CPI-SC0F30798CC	0.015	0.012	0.0	0.05	0.026	0.0	0.0	0.0	0.0	0.337	0.052	0.12	0.104	0.0	0.0	0.0	0.0	0.022	0.0	0.0	0.0
