gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	#B16BA8	#F39426	B cells Memory	CAFs MSC iCAF-like	CAFs myCAF-like	Cancer Cycling	Cycling PVL	Cycling_Myeloid	DCs	Endothelial ACKR1	Endothelial CXCL12	Endothelial Lymphatic LYVE1	Endothelial RGS5	Luminal Progenitors	Macrophage	Mature Luminal	Monocyte	PVL Differentiated	PVL Immature	Plasmablasts	T cells CD4+	T cells CD8+
BMPR2	Q13873	True	BMPR2_HUMAN	BMPR1A_BMPR2	CPI-SC0915DDE22	0.099	0.0	0.0	0.015	0.0	0.0	0.0	0.0	0.0	0.0	0.027	0.0	0.0	0.0	0.017	0.0	0.0	0.0	0.025	0.015	0.0	0.0
BMPR2	Q13873	True	BMPR2_HUMAN	BMPR1A_BMPR2	CPI-SC085698C59	0.099	0.0	0.0	0.015	0.0	0.0	0.0	0.0	0.0	0.0	0.027	0.0	0.0	0.0	0.017	0.0	0.0	0.0	0.025	0.015	0.0	0.0
BMPR2	Q13873	True	BMPR2_HUMAN	BMPR1A_BMPR2	CPI-SC00D19A858	0.099	0.0	0.0	0.015	0.0	0.0	0.0	0.0	0.0	0.0	0.027	0.0	0.0	0.0	0.017	0.0	0.0	0.0	0.025	0.015	0.0	0.0
BMPR2	Q13873	True	BMPR2_HUMAN	BMPR1A_BMPR2	CPI-SC0B1EBCCC6	0.099	0.0	0.0	0.015	0.0	0.0	0.0	0.0	0.0	0.0	0.027	0.0	0.0	0.0	0.017	0.0	0.0	0.0	0.025	0.015	0.0	0.0
BMPR2	Q13873	True	BMPR2_HUMAN	BMPR1A_BMPR2	CPI-SC0B118E8DA	0.099	0.0	0.0	0.015	0.0	0.0	0.0	0.0	0.0	0.0	0.027	0.0	0.0	0.0	0.017	0.0	0.0	0.0	0.025	0.015	0.0	0.0
BMPR2	Q13873	True	BMPR2_HUMAN	BMPR1A_BMPR2	CPI-SC0A1278CD8	0.099	0.0	0.0	0.015	0.0	0.0	0.0	0.0	0.0	0.0	0.027	0.0	0.0	0.0	0.017	0.0	0.0	0.0	0.025	0.015	0.0	0.0
BMPR2	Q13873	True	BMPR2_HUMAN	BMPR1B_BMPR2	CPI-SC0C403F032	0.0	0.0	0.0	0.0	0.012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.013	0.023	0.0	0.0	0.0
BMPR2	Q13873	True	BMPR2_HUMAN	BMPR1B_BMPR2	CPI-SC07F8BC578	0.0	0.0	0.0	0.0	0.012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.013	0.023	0.0	0.0	0.0
BMPR2	Q13873	True	BMPR2_HUMAN	BMPR1B_BMPR2	CPI-SC08AB23320	0.0	0.0	0.0	0.0	0.012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.013	0.023	0.0	0.0	0.0
BMPR2	Q13873	True	BMPR2_HUMAN	BMPR1B_BMPR2	CPI-SC0DDF53DDB	0.0	0.0	0.0	0.0	0.012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.013	0.023	0.0	0.0	0.0
BMPR2	Q13873	True	BMPR2_HUMAN	BMPR1B_BMPR2	CPI-SC0DA028FF9	0.0	0.0	0.0	0.0	0.012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.013	0.023	0.0	0.0	0.0
BMPR2	Q13873	True	BMPR2_HUMAN	BMPR1B_BMPR2	CPI-SC090BF166F	0.0	0.0	0.0	0.0	0.012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.013	0.023	0.0	0.0	0.0
BMPR2	Q13873	True	BMPR2_HUMAN	BMPR1B_BMPR2	CPI-SC039AFE4AD	0.0	0.0	0.0	0.0	0.012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.013	0.023	0.0	0.0	0.0
BMPR2	Q13873	True	BMPR2_HUMAN	TGFR_BMPR2	CPI-SC0FDB4B6D9	0.0	0.0	0.0	0.0	0.012	0.0	0.0	0.055	0.0	0.035	0.0	0.157	0.0	0.0	0.035	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BCR	P11274	True	BCR_HUMAN	BCR_CD45_CD22	CPI-SC0CF28722B	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PTPRC	P08575	True	PTPRC_HUMAN	BCR_CD45_CD22	CPI-SC0CF28722B	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CD22	P20273	True	CD22_HUMAN	BCR_CD45_CD22	CPI-SC0CF28722B	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BMPR1A	P36894	True	BMR1A_HUMAN	BMPR1A_BMPR2	CPI-SC070B9F112	0.099	0.0	0.0	0.015	0.0	0.0	0.0	0.0	0.0	0.0	0.027	0.0	0.0	0.0	0.017	0.0	0.0	0.0	0.025	0.015	0.0	0.0
BMPR1A	P36894	True	BMR1A_HUMAN	BMPR1A_BMPR2	CPI-SC0915DDE22	0.099	0.0	0.0	0.015	0.0	0.0	0.0	0.0	0.0	0.0	0.027	0.0	0.0	0.0	0.017	0.0	0.0	0.0	0.025	0.015	0.0	0.0
BMPR1A	P36894	True	BMR1A_HUMAN	BMPR1A_BMPR2	CPI-SC085698C59	0.099	0.0	0.0	0.015	0.0	0.0	0.0	0.0	0.0	0.0	0.027	0.0	0.0	0.0	0.017	0.0	0.0	0.0	0.025	0.015	0.0	0.0
BMPR1A	P36894	True	BMR1A_HUMAN	BMPR1A_BMPR2	CPI-SC00D19A858	0.099	0.0	0.0	0.015	0.0	0.0	0.0	0.0	0.0	0.0	0.027	0.0	0.0	0.0	0.017	0.0	0.0	0.0	0.025	0.015	0.0	0.0
BMPR1A	P36894	True	BMR1A_HUMAN	BMPR1A_BMPR2	CPI-SC0B1EBCCC6	0.099	0.0	0.0	0.015	0.0	0.0	0.0	0.0	0.0	0.0	0.027	0.0	0.0	0.0	0.017	0.0	0.0	0.0	0.025	0.015	0.0	0.0
BMPR1A	P36894	True	BMR1A_HUMAN	BMPR1A_BMPR2	CPI-SC0B118E8DA	0.099	0.0	0.0	0.015	0.0	0.0	0.0	0.0	0.0	0.0	0.027	0.0	0.0	0.0	0.017	0.0	0.0	0.0	0.025	0.015	0.0	0.0
BMPR1A	P36894	True	BMR1A_HUMAN	BMPR1A_BMPR2	CPI-SC0A1278CD8	0.099	0.0	0.0	0.015	0.0	0.0	0.0	0.0	0.0	0.0	0.027	0.0	0.0	0.0	0.017	0.0	0.0	0.0	0.025	0.015	0.0	0.0
BMPR1A	P36894	True	BMR1A_HUMAN	BMR1A_ACR2A	CPI-SC0464F1C6E	0.0	0.0	0.0	0.015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BMPR1A	P36894	True	BMR1A_HUMAN	BMR1A_ACR2A	CPI-SC052486D3E	0.0	0.0	0.0	0.015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BMPR1A	P36894	True	BMR1A_HUMAN	BMR1A_ACR2A	CPI-SC09FC5131F	0.0	0.0	0.0	0.015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BMPR1A	P36894	True	BMR1A_HUMAN	BMR1A_ACR2A	CPI-SC0C97FACEA	0.0	0.0	0.0	0.015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BMPR1A	P36894	True	BMR1A_HUMAN	BMR1A_ACR2A	CPI-SC0BACF0481	0.0	0.0	0.0	0.015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BMPR1A	P36894	True	BMR1A_HUMAN	BMR1A_ACR2A	CPI-SC00694A66B	0.0	0.0	0.0	0.015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BMPR1A	P36894	True	BMR1A_HUMAN	BMR1A_ACR2A	CPI-SC08FDDEC16	0.0	0.0	0.0	0.015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BMPR1A	P36894	True	BMR1A_HUMAN	BMR1A_AVR2B	CPI-SC04266947A	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.022	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BMPR1A	P36894	True	BMR1A_HUMAN	BMR1A_AVR2B	CPI-SC01D95B14C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.022	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BMPR1A	P36894	True	BMR1A_HUMAN	BMR1A_AVR2B	CPI-SC09E264612	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.022	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BMPR1A	P36894	True	BMR1A_HUMAN	BMR1A_AVR2B	CPI-SC0D05B755E	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.022	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BMPR1A	P36894	True	BMR1A_HUMAN	BMR1A_AVR2B	CPI-SC049520B40	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.022	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BMPR1A	P36894	True	BMR1A_HUMAN	BMR1A_AVR2B	CPI-SC02B778C0B	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.022	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BMPR1B	O00238	True	BMR1B_HUMAN	BMPR1B_BMPR2	CPI-SC0C403F032	0.0	0.0	0.0	0.0	0.012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.013	0.023	0.0	0.0	0.0
BMPR1B	O00238	True	BMR1B_HUMAN	BMPR1B_BMPR2	CPI-SC07F8BC578	0.0	0.0	0.0	0.0	0.012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.013	0.023	0.0	0.0	0.0
BMPR1B	O00238	True	BMR1B_HUMAN	BMPR1B_BMPR2	CPI-SC08AB23320	0.0	0.0	0.0	0.0	0.012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.013	0.023	0.0	0.0	0.0
BMPR1B	O00238	True	BMR1B_HUMAN	BMPR1B_BMPR2	CPI-SC0DDF53DDB	0.0	0.0	0.0	0.0	0.012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.013	0.023	0.0	0.0	0.0
BMPR1B	O00238	True	BMR1B_HUMAN	BMPR1B_BMPR2	CPI-SC0DA028FF9	0.0	0.0	0.0	0.0	0.012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.013	0.023	0.0	0.0	0.0
BMPR1B	O00238	True	BMR1B_HUMAN	BMPR1B_BMPR2	CPI-SC090BF166F	0.0	0.0	0.0	0.0	0.012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.013	0.023	0.0	0.0	0.0
BMPR1B	O00238	True	BMR1B_HUMAN	BMPR1B_BMPR2	CPI-SC039AFE4AD	0.0	0.0	0.0	0.0	0.012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.013	0.023	0.0	0.0	0.0
BMPR1B	O00238	True	BMR1B_HUMAN	BMR1B_AVR2A	CPI-SC05FF723A3	0.0	0.0	0.0	0.0	0.034	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.013	0.0	0.0	0.0	0.0
BMPR1B	O00238	True	BMR1B_HUMAN	BMR1B_AVR2A	CPI-SC00DB2B867	0.0	0.0	0.0	0.0	0.034	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.013	0.0	0.0	0.0	0.0
BMPR1B	O00238	True	BMR1B_HUMAN	BMR1B_AVR2A	CPI-SC00CF68ED3	0.0	0.0	0.0	0.0	0.034	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.013	0.0	0.0	0.0	0.0
BMPR1B	O00238	True	BMR1B_HUMAN	BMR1B_AVR2A	CPI-SC0C676F3BE	0.0	0.0	0.0	0.0	0.034	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.013	0.0	0.0	0.0	0.0
BMPR1B	O00238	True	BMR1B_HUMAN	BMR1B_AVR2A	CPI-SC0D389E644	0.0	0.0	0.0	0.0	0.034	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.013	0.0	0.0	0.0	0.0
BMPR1B	O00238	True	BMR1B_HUMAN	BMR1B_AVR2A	CPI-SC0E5E4119C	0.0	0.0	0.0	0.0	0.034	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.013	0.0	0.0	0.0	0.0
BMPR1B	O00238	True	BMR1B_HUMAN	BMR1B_AVR2A	CPI-SC0819046AF	0.0	0.0	0.0	0.0	0.034	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.013	0.0	0.0	0.0	0.0
BMPR1B	O00238	True	BMR1B_HUMAN	BMR1B_AVR2B	CPI-SC0FB40175C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BMPR1B	O00238	True	BMR1B_HUMAN	BMR1B_AVR2B	CPI-SC01C6EA11C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BMPR1B	O00238	True	BMR1B_HUMAN	BMR1B_AVR2B	CPI-SC0D6D4E48B	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BMPR1B	O00238	True	BMR1B_HUMAN	BMR1B_AVR2B	CPI-SC0F6C8C336	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BMPR1B	O00238	True	BMR1B_HUMAN	BMR1B_AVR2B	CPI-SC05824EDF4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BMPR1B	O00238	True	BMR1B_HUMAN	BMR1B_AVR2B	CPI-SC089058CD0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BMPR1B	O00238	True	BMR1B_HUMAN	BMR1B_AVR2B	CPI-SC06C46F1A9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CD8A	P01732	True	CD8A_HUMAN	CD8_receptor	CPI-SC00C58C990	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.017	0.0	0.0	0.0	0.0	0.0	0.049	0.22
CD8B	P10966	True	CD8B_HUMAN	CD8_receptor	CPI-SC00C58C990	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.017	0.0	0.0	0.0	0.0	0.0	0.049	0.22
KLRD1	Q13241	True	KLRD1_HUMAN	CD94:NKG2A	CPI-SC05A060D3B	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.081
KLRD1	Q13241	True	KLRD1_HUMAN	CD94:NKG2C	CPI-SC066BD3097	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.014	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.105
KLRC1	P26715	True	NKG2A_HUMAN	CD94:NKG2A	CPI-SC05A060D3B	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.081
KLRC2	P26717	True	NKG2C_HUMAN	CD94:NKG2C	CPI-SC066BD3097	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.014	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.105
CNTFR	P26992	True	CNTFR_HUMAN	CNTF_1R	CPI-SC08497FAC9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LIFR	P42702	True	LIFR_HUMAN	CNTF_1R	CPI-SC08497FAC9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LIFR	P42702	True	LIFR_HUMAN	LIFR	CPI-SC0F30798CC	0.0	0.0	0.0	0.046	0.01	0.0	0.0	0.0	0.0	0.344	0.094	0.316	0.0	0.0	0.0	0.0	0.0	0.037	0.021	0.0	0.0	0.0
LIFR	P42702	True	LIFR_HUMAN	LIFR	CPI-SC0CDC669B3	0.0	0.0	0.0	0.046	0.01	0.0	0.0	0.0	0.0	0.344	0.094	0.316	0.0	0.0	0.0	0.0	0.0	0.037	0.021	0.0	0.0	0.0
IL6ST	P40189	True	IL6RB_HUMAN	CNTF_1R	CPI-SC08497FAC9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
IL6ST	P40189	True	IL6RB_HUMAN	IL11_receptor	CPI-SC0409FF431	0.0	0.0	0.0	0.081	0.077	0.0	0.0	0.0	0.0	0.011	0.054	0.0	0.037	0.0	0.018	0.395	0.0	0.038	0.0	0.026	0.086	0.0
IL6ST	P40189	True	IL6RB_HUMAN	IL27_receptor	CPI-CC0B5110FC9	0.034	0.0	0.0	0.02	0.036	0.0	0.0	0.0	0.0	0.021	0.0	0.0	0.0	0.0	0.028	0.0	0.0	0.0	0.0	0.0	0.108	0.0
IL6ST	P40189	True	IL6RB_HUMAN	IL35_receptor	CPI-CC0D8A77C69	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.049	0.0
IL6ST	P40189	True	IL6RB_HUMAN	IL6_receptor	CPI-SC0E81D7329	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.0	0.035	0.027	0.0	0.0	0.0	0.061	0.246	0.0	0.0	0.023	0.016	0.0	0.0
IL6ST	P40189	True	IL6RB_HUMAN	LIFR	CPI-SC0F30798CC	0.0	0.0	0.0	0.046	0.01	0.0	0.0	0.0	0.0	0.344	0.094	0.316	0.0	0.0	0.0	0.0	0.0	0.037	0.021	0.0	0.0	0.0
IL6ST	P40189	True	IL6RB_HUMAN	LIFR	CPI-SC0CDC669B3	0.0	0.0	0.0	0.046	0.01	0.0	0.0	0.0	0.0	0.344	0.094	0.316	0.0	0.0	0.0	0.0	0.0	0.037	0.021	0.0	0.0	0.0
IL6ST	P40189	True	IL6RB_HUMAN	OSMR	CPI-SC04DB1BDAB	0.034	0.0	0.0	0.126	0.09	0.0	0.0	0.0	0.0	0.127	0.0	0.202	0.085	0.0	0.027	0.0	0.0	0.0	0.161	0.0	0.0	0.0
AMN	Q9BXJ7	True	AMNLS_HUMAN	CUBN_AMN_complex	CPI-SC06DAC3119	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CUBN	O60494	True	CUBN_HUMAN	CUBN_AMN_complex	CPI-SC06DAC3119	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
B2M	P61769	True	B2MG_HUMAN	FcRn_complex	CPI-SC0DF13E412	0.174	0.0	0.0	0.527	0.369	0.0	0.0	0.071	0.208	0.692	0.655	0.846	0.924	0.0	1.189	0.677	0.434	0.228	0.252	0.082	0.035	0.098
FCGRT	P55899	True	FCGRN_HUMAN	FcRn_complex	CPI-SC0DF13E412	0.174	0.0	0.0	0.527	0.369	0.0	0.0	0.071	0.208	0.692	0.655	0.846	0.924	0.0	1.189	0.677	0.434	0.228	0.252	0.082	0.035	0.098
RYK	P34925	True	RYK_HUMAN	FDZ8_RYK	CPI-SC092468258	0.0	0.0	0.0	0.0	0.014	0.0	0.0	0.0	0.0	0.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FZD8	Q9H461	True	FZD8_HUMAN	FDZ8_RYK	CPI-SC092468258	0.0	0.0	0.0	0.0	0.014	0.0	0.0	0.0	0.0	0.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FZD8	Q9H461	True	FZD8_HUMAN	FZD8_LRP5	CPI-SC039BEEDE4	0.0	0.0	0.0	0.0	0.014	0.0	0.0	0.0	0.0	0.025	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FZD8	Q9H461	True	FZD8_HUMAN	FZD8_LRP5	CPI-SC0B4E996CD	0.0	0.0	0.0	0.0	0.014	0.0	0.0	0.0	0.0	0.025	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FZD8	Q9H461	True	FZD8_HUMAN	FZD8_LRP5	CPI-SC0DBD2C78A	0.0	0.0	0.0	0.0	0.014	0.0	0.0	0.0	0.0	0.025	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FZD8	Q9H461	True	FZD8_HUMAN	FZD8_LRP5	CPI-SC07DA6989D	0.0	0.0	0.0	0.0	0.014	0.0	0.0	0.0	0.0	0.025	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FZD8	Q9H461	True	FZD8_HUMAN	FZD8_LRP5	CPI-SC0C1671F4D	0.0	0.0	0.0	0.0	0.014	0.0	0.0	0.0	0.0	0.025	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FZD8	Q9H461	True	FZD8_HUMAN	FZD8_LRP5	CPI-SC06EFB9697	0.0	0.0	0.0	0.0	0.014	0.0	0.0	0.0	0.0	0.025	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FZD8	Q9H461	True	FZD8_HUMAN	FZD8_LRP6	CPI-SC0E7F51B25	0.0	0.0	0.0	0.0	0.014	0.0	0.0	0.0	0.0	0.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FZD8	Q9H461	True	FZD8_HUMAN	FZD8_LRP6	CPI-SC031A56DEB	0.0	0.0	0.0	0.0	0.014	0.0	0.0	0.0	0.0	0.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FZD8	Q9H461	True	FZD8_HUMAN	FZD8_LRP6	CPI-SC061351B3F	0.0	0.0	0.0	0.0	0.014	0.0	0.0	0.0	0.0	0.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FZD8	Q9H461	True	FZD8_HUMAN	FZD8_LRP6	CPI-SC077E857AE	0.0	0.0	0.0	0.0	0.014	0.0	0.0	0.0	0.0	0.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FZD8	Q9H461	True	FZD8_HUMAN	FZD8_LRP6	CPI-SC05E81C125	0.0	0.0	0.0	0.0	0.014	0.0	0.0	0.0	0.0	0.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FZD8	Q9H461	True	FZD8_HUMAN	FZD8_LRP6	CPI-SC02EBDBB5C	0.0	0.0	0.0	0.0	0.014	0.0	0.0	0.0	0.0	0.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FZD8	Q9H461	True	FZD8_HUMAN	FZD8_LRP6	CPI-SC0434B6726	0.0	0.0	0.0	0.0	0.014	0.0	0.0	0.0	0.0	0.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FLT1	P17948	True	VGFR1_HUMAN	FLT1_complex	CPI-SC0B51DC960	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.088	0.169	0.0	0.782	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FLT1	P17948	True	VGFR1_HUMAN	FLT1_complex	CPI-SC0AFC650CD	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.088	0.169	0.0	0.782	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FLT1	P17948	True	VGFR1_HUMAN	FLT1_complex	CPI-SC03F1C301F	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.088	0.169	0.0	0.782	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
KDR	P35968	True	VGFR2_HUMAN	FLT1_complex	CPI-SC0B51DC960	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.088	0.169	0.0	0.782	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
KDR	P35968	True	VGFR2_HUMAN	FLT1_complex	CPI-SC0AFC650CD	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.088	0.169	0.0	0.782	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
KDR	P35968	True	VGFR2_HUMAN	FLT1_complex	CPI-SC03F1C301F	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.088	0.169	0.0	0.782	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
