gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	AVN_P_cell	AVN_bundle_cell	Adip1	Adip2	B	B_plasma	CD14+Mo	CD16+Mo	CD4+T_act	CD4+T_naive	CD8+T_te	CD8+T_trans	DC	EC10_CMC-like	EC1_cap	EC2_cap	EC3_cap	EC4_immune	EC5_art	EC6_ven	EC7_endocardial	EC8_ln	FB1	FB2	FB3	FB4_activated	FB5	FB6	LYVE1+IGF1+MP	LYVE1+MP_cycling	LYVE1+TIMD4+MP	Mast	MoMP	NC1_glial	NC2_glial_NGF+	NK_CD16hi	NK_CD56hi	PC1_vent	PC2_atria	PC3_str	PC4_CMC-like	SMC1_basic	SMC2_art	aCM1	aCM2	aCM3	aCM4	myocardium_ventricular	node	vCM1	vCM2	vCM4
WNT2	P09544	False	WNT2_HUMAN		CPI-SS017D5AA63	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.014	0.0	0.0	0.0	0.0	0.0	0.017	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.013	0.0	0.001	0.0	0.001
WNT2B	Q93097	False	WNT2B_HUMAN		CPI-SS010F961E8	0.208	0.003	0.009	0.14	0.0	0.0	0.072	0.037	0.0	0.0	0.0	0.0	0.0	0.168	0.15	0.244	0.168	0.09	0.267	0.101	0.12	0.115	0.018	0.033	0.031	0.048	0.117	0.032	0.039	0.025	0.063	0.0	0.187	0.023	0.095	0.0	0.0	0.022	0.084	0.016	0.0	0.0	0.0	0.022	0.047	0.052	0.025	0.044	0.116	0.039	0.02	0.031
WNT3	P56703	False	WNT3_HUMAN		CPI-SS0146C75AD	0.013	0.003	0.064	0.021	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.046	0.007	0.002	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.071	0.0	0.0	0.0	0.014	0.006	0.0	0.0	0.039	0.006	0.01	0.005	0.055	0.029	0.0	0.01	0.015	0.004
WNT3A	P56704	False	WNT3A_HUMAN		CPI-SS0CD97BA9B	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.014	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001
WNT4	P56705	False	WNT4_HUMAN		CPI-SS068E97BDA	0.0	0.037	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011	0.0	0.0	0.005	0.0	0.0	0.003	0.003	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.014	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.018	0.0	0.004	0.0	0.008	0.002	0.0	0.005
WNT5A	P41221	False	WNT5A_HUMAN		CPI-SS03C93A8FE	0.024	0.074	0.004	0.021	0.0	0.0	0.0	0.0	0.036	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.018	0.008	0.023	0.034	0.001	0.005	0.022	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.007	0.03	0.008	0.016	0.001	0.023	0.018	0.034	0.017
WNT5B	Q9H1J7	False	WNT5B_HUMAN		CPI-SS02682D84C	0.155	0.254	0.011	0.087	0.0	0.93	0.0	0.017	0.042	0.0	0.0	0.0	0.0	0.022	0.007	0.0	0.0	0.0	0.031	0.003	0.077	0.071	0.052	0.122	0.071	0.072	0.088	0.082	0.014	0.0	0.035	0.147	0.0	0.0	0.0	0.0	0.0	0.079	0.045	0.026	0.0	0.037	0.064	0.0	0.019	0.039	0.009	0.079	0.045	0.015	0.01	0.01
WNT6	Q9Y6F9	False	WNT6_HUMAN		CPI-SS0598AC561	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.084	0.214	0.0	0.0	0.071	0.037	0.054	0.0	0.06	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WNT7A	O00755	False	WNT7A_HUMAN		CPI-SS0F5CC57E2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.042	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.001	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WNT7B	P56706	False	WNT7B_HUMAN		CPI-SS0D10CE481	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.007	0.0	0.0	0.0	0.003	0.0	0.0	0.003	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.001	0.0	0.001
WNT8A	Q9H1J5	False	WNT8A_HUMAN		CPI-SS0D940391C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0
WNT8B	Q93098	False	WNT8B_HUMAN		CPI-SS015ED6D03	0.0	0.0	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0
WNT9A	O14904	False	WNT9A_HUMAN		CPI-SS04662DF1A	0.054	0.036	0.01	0.046	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.051	0.009	0.011	0.0	0.0	0.036	0.011	0.051	0.0	0.029	0.036	0.008	0.031	0.089	0.009	0.0	0.0	0.0	0.0	0.0	0.005	0.0	0.014	0.0	0.0	0.014	0.0	0.0	0.0	0.0	0.0	0.005	0.022	0.0	0.038	0.043	0.138	0.027	0.112
WNT9B	O14905	False	WNT9B_HUMAN		CPI-SS0CCD1017B	0.0	0.0	0.0	0.014	0.0	0.0	0.0	0.0	0.064	0.0	0.0	0.0	0.0	0.024	0.0	0.056	0.0	0.0	0.014	0.071	0.113	0.04	0.0	0.007	0.007	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.001
WNT5A	P41221	False	WNT5A_HUMAN		CPI-SS073F3FAD5	0.024	0.074	0.004	0.021	0.0	0.0	0.0	0.0	0.036	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.018	0.008	0.023	0.034	0.001	0.005	0.022	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.007	0.03	0.008	0.016	0.001	0.023	0.018	0.034	0.017
WNT5A	P41221	False	WNT5A_HUMAN		CPI-SS0E7CBFD03	0.024	0.074	0.004	0.021	0.0	0.0	0.0	0.0	0.036	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.018	0.008	0.023	0.034	0.001	0.005	0.022	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.007	0.03	0.008	0.016	0.001	0.023	0.018	0.034	0.017
CX3CL1	P78423	False	X3CL1_HUMAN		CPI-SS0388C9C86	0.004	0.0	0.0	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.36	0.109	0.132	0.04	0.793	0.151	0.055	0.256	0.027	0.0	0.019	0.027	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.105	0.0	0.0	0.0	0.0	0.029	0.0	0.081	0.113	0.003	0.003	0.0	0.0	0.0	0.009	0.001	0.0	0.002
XCL1	P47992	False	XCL1_HUMAN		CPI-SS07EF9679E	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.044	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005	0.0
XCL2	Q9UBD3	False	XCL2_HUMAN		CPI-SS0E29693E6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.023	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
IL1RAP	Q9NPH3	False	IL1AP_HUMAN		CPI-SS0E12A78EF	0.317	0.303	0.153	0.237	0.142	0.0	0.198	0.217	0.0	0.098	0.0	0.107	0.59	0.095	0.08	0.088	0.058	0.067	0.102	0.183	0.183	0.043	0.047	0.199	0.23	0.139	0.188	0.146	0.173	0.287	0.336	0.187	0.393	0.859	0.78	0.109	0.343	0.02	0.032	0.042	0.322	0.0	0.104	0.159	0.266	0.161	0.12	0.179	0.207	0.268	0.241	0.254
APLP2	Q06481	False	APLP2_HUMAN		CPI-SS0CBCF26F8	0.592	0.529	0.331	0.403	0.45	0.0	0.949	0.645	0.102	0.107	0.0	0.081	0.383	0.425	0.264	0.256	0.29	0.194	0.263	0.338	0.38	0.666	0.313	0.283	0.221	0.316	0.377	0.212	0.716	0.723	0.802	0.0	0.832	0.363	0.44	0.172	0.0	0.13	0.263	0.359	0.725	0.195	0.394	0.308	0.311	0.361	0.416	0.309	0.368	0.303	0.213	0.322
VSIR	Q9H7M9	False	VISTA_HUMAN		CPI-SS017E5FA7F	0.05	0.085	0.162	0.137	0.0	0.845	0.766	1.021	0.119	0.28	1.931	0.122	0.605	0.268	0.194	0.332	0.387	0.113	0.294	0.214	0.065	0.018	0.123	0.182	0.167	0.082	0.18	0.121	0.131	0.033	0.183	0.302	0.157	0.108	0.268	0.176	0.0	0.071	0.045	0.115	0.223	0.041	0.299	0.049	0.019	0.028	0.032	0.139	0.111	0.097	0.022	0.103
VSIR	Q9H7M9	False	VISTA_HUMAN		CPI-SS0661FACAF	0.05	0.085	0.162	0.137	0.0	0.845	0.766	1.021	0.119	0.28	1.931	0.122	0.605	0.268	0.194	0.332	0.387	0.113	0.294	0.214	0.065	0.018	0.123	0.182	0.167	0.082	0.18	0.121	0.131	0.033	0.183	0.302	0.157	0.108	0.268	0.176	0.0	0.071	0.045	0.115	0.223	0.041	0.299	0.049	0.019	0.028	0.032	0.139	0.111	0.097	0.022	0.103
FGFR4	P22455	False	FGFR4_HUMAN		CPI-SS02F169D2B	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005	0.01	0.005	0.008	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.012	0.012	0.0	0.0	0.0	0.009	0.0	0.0	0.0	0.0	0.007	0.002	0.011	0.001
PLXNB3	Q9ULL4	False	PLXB3_HUMAN		CPI-SS07D59B8C5	0.041	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.057	0.0	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.015	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.006	0.0	0.009	0.0	0.002	0.0	0.001
CHL1	O00533	False	NCHL1_HUMAN		CPI-SS0DBA22B92	0.109	0.018	0.379	0.449	0.26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.021	0.007	0.0	0.0	0.0	0.004	0.008	0.0	0.0	0.0	0.045	0.047	0.012	0.028	0.011	0.0	0.057	0.0	0.0	0.0	3.166	2.414	0.0	0.0	0.0	0.0	0.011	0.0	0.0	0.081	0.343	0.274	0.25	0.308	0.04	0.0	0.005	0.0	0.008
CD93	Q9NPY3	False	C1QR1_HUMAN		CPI-SS0B1650B85	0.0	0.0	0.0	0.025	0.0	0.0	0.0	0.117	0.076	0.0	0.0	0.0	0.403	0.597	0.399	0.37	0.398	0.441	0.284	0.473	0.48	0.083	0.008	0.005	0.015	0.002	0.011	0.0	0.094	0.121	0.0	0.0	0.137	0.066	0.058	0.044	0.0	0.014	0.0	0.035	0.0	0.017	0.0	0.027	0.006	0.001	0.0	0.04	0.01	0.004	0.0	0.005
CD320	Q9NPF0	False	CD320_HUMAN		CPI-SS00216A960	0.062	0.0	0.024	0.081	0.0	0.0	0.0	0.0	0.058	0.069	0.0	0.0	0.0	0.095	0.049	0.088	0.134	0.117	0.104	0.187	0.053	0.099	0.018	0.029	0.015	0.059	0.051	0.015	0.0	0.07	0.0	0.0	0.0	0.037	0.042	0.048	0.0	0.042	0.059	0.088	0.125	0.031	0.068	0.028	0.029	0.023	0.021	0.058	0.076	0.036	0.026	0.045
CD248	Q9HCU0	False	CD248_HUMAN		CPI-SS095632066	0.027	0.0	0.261	0.329	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.015	0.0	0.0	0.02	0.0	0.012	0.006	0.0	0.024	0.149	0.084	0.065	0.048	0.421	0.072	0.0	0.009	0.0	0.0	0.0	0.014	0.044	0.0	0.0	0.069	0.105	0.206	0.0	0.034	0.102	0.003	0.0	0.007	0.0	0.055	0.132	0.005	0.0	0.004
MPZL1	O95297	False	MPZL1_HUMAN		CPI-SS09CEEE405	0.195	0.166	0.536	0.582	0.069	0.845	0.289	0.269	0.206	0.021	0.0	0.0	0.116	0.371	0.113	0.21	0.193	0.218	0.26	0.174	0.391	0.322	0.464	0.683	0.561	0.594	0.416	0.347	0.196	0.238	0.346	0.0	0.263	0.138	0.251	0.0	0.389	0.128	0.171	0.19	0.098	0.139	0.489	0.268	0.261	0.199	0.231	0.619	0.701	0.216	0.226	0.185
SDC1	P18827	False	SDC1_HUMAN		CPI-SS0D60A535B	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0
SDC2	P34741	False	SDC2_HUMAN		CPI-SS0D681D90E	0.426	0.197	0.846	0.796	0.0	0.845	0.0	0.038	0.066	0.0	0.0	0.0	0.0	0.153	0.005	0.023	0.022	0.0	0.025	0.035	0.279	0.161	0.637	0.502	0.435	0.735	0.727	0.455	0.166	0.256	0.155	0.0	0.59	0.325	0.609	0.0	0.0	0.065	0.233	0.162	0.109	0.163	0.525	0.187	0.329	0.319	0.253	0.77	0.839	0.222	0.175	0.157
TAX1BP3	O14907	False	TX1B3_HUMAN		CPI-SS06CF1662B	0.144	0.085	0.046	0.132	0.0	0.845	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.201	0.086	0.093	0.114	0.0	0.089	0.077	0.104	0.034	0.071	0.048	0.052	0.089	0.095	0.038	0.008	0.0	0.0	0.0	0.017	0.033	0.0	0.0	0.0	0.008	0.04	0.059	0.0	0.034	0.0	0.028	0.034	0.028	0.091	0.126	0.079	0.057	0.053	0.072
RTN4R	Q9BZR6	False	RTN4R_HUMAN		CPI-SS0F4EF9618	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.012	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.015	0.0	0.021	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005	0.0	0.002
TAX1BP3	O14907	False	TX1B3_HUMAN		CPI-SS01080B145	0.144	0.085	0.046	0.132	0.0	0.845	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.201	0.086	0.093	0.114	0.0	0.089	0.077	0.104	0.034	0.071	0.048	0.052	0.089	0.095	0.038	0.008	0.0	0.0	0.0	0.017	0.033	0.0	0.0	0.0	0.008	0.04	0.059	0.0	0.034	0.0	0.028	0.034	0.028	0.091	0.126	0.079	0.057	0.053	0.072
C1QL1	O75973	False	C1QRF_HUMAN		CPI-SS0F62347D4	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.048	0.042	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.003
C1QL2	Q7Z5L3	False	C1QL2_HUMAN		CPI-SS0EB51E2A2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
C1QL3	Q5VWW1	False	C1QL3_HUMAN		CPI-SS0348885FD	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.028	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.002	0.007	0.026	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.017	0.006	0.005	0.005	0.002	0.009	0.007	0.01	0.005
FLRT1	Q9NZU1	False	FLRT1_HUMAN		CPI-SS0813792B7	0.002	0.048	0.0	0.014	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005	0.007	0.0	0.0	0.014	0.013	0.012	0.007	0.009	0.023	0.006	0.0	0.0	0.0	0.033	0.107	0.0	0.0	0.0	0.0	0.0	0.0	0.109	0.021	0.06	0.063	0.034	0.017	0.031	0.003	0.032	0.063	0.095	0.06
FLRT2	O43155	False	FLRT2_HUMAN		CPI-SS008E98D3E	0.08	0.003	0.003	0.331	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.087	0.017	0.015	0.0	0.0	0.018	0.328	0.615	1.739	0.235	0.649	0.454	0.317	0.69	0.297	0.0	0.0	0.038	0.0	0.027	0.0	0.355	0.0	0.0	0.022	0.097	0.009	0.0	0.03	0.212	0.115	0.021	0.131	0.098	0.34	0.218	0.006	0.014	0.005
NRXN1	Q9ULB1	False	NRX1A_HUMAN		CPI-SS019D9440E	0.173	0.081	0.101	0.147	0.0	0.0	0.128	0.042	0.0	0.0	0.0	0.0	0.0	0.065	0.005	0.0	0.0	0.0	0.031	0.03	0.07	0.072	0.01	0.03	0.019	0.049	0.03	0.136	0.0	0.084	0.038	0.15	0.0	4.586	3.81	0.0	0.0	0.0	0.0	0.018	0.0	0.028	0.0	0.093	0.213	0.128	0.095	0.076	0.008	0.052	0.046	0.041
NRXN2	P58401	False	NRX2B_HUMAN		CPI-SS0B0B67CA2	0.007	0.0	0.01	0.0	0.0	0.0	0.0	0.014	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.046	0.05	0.032	0.022	0.022	0.0	0.007	0.114	0.0	0.0	0.0	0.027	0.0	0.0	0.0	0.0	0.0	0.0	0.031	0.092	0.0	0.0	0.0	0.0	0.036	0.018	0.0	0.0	0.002
NRXN3	Q9HDB5	False	NRX3B_HUMAN		CPI-SS05E4F3F47	0.08	0.325	0.399	0.525	0.0	0.0	0.0	0.0	0.061	0.087	0.0	0.0	0.0	0.059	0.008	0.0	0.0	0.0	0.011	0.045	0.425	0.159	0.137	0.24	0.206	0.422	0.341	0.313	0.012	0.074	0.054	0.316	0.035	3.601	2.96	0.0	0.0	0.01	0.014	0.016	0.125	0.134	0.27	0.101	0.184	0.369	0.037	0.279	0.345	0.05	0.067	0.054
TENM1	Q9UKZ4	False	TEN1_HUMAN		CPI-SS085E3E37F	0.004	0.0	0.048	0.178	0.0	0.0	0.0	0.0	0.117	0.075	0.0	0.107	0.155	0.0	0.012	0.0	0.012	0.0	0.012	0.008	0.032	0.0	0.133	0.099	0.125	0.174	0.257	0.184	0.0	0.0	0.0	0.37	0.0	0.059	0.159	0.179	0.0	0.077	0.136	0.113	0.589	0.084	0.1	0.006	0.007	0.006	0.0	0.164	0.252	0.007	0.01	0.008
TENM2	Q9NT68	False	TEN2_HUMAN		CPI-SS09159B142	2.069	2.643	0.021	0.286	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.361	0.006	0.011	0.0	0.081	0.068	0.053	0.0	0.09	0.034	0.06	0.06	0.081	0.065	0.159	0.008	0.02	0.0	0.0	0.016	0.04	0.125	0.0	0.0	0.023	0.02	0.037	1.213	0.022	0.114	1.319	1.874	1.364	1.33	0.156	0.032	1.966	1.849	1.808
TENM3	Q9P273	False	TEN3_HUMAN		CPI-SS04FD52559	0.269	0.479	2.107	2.103	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.047	0.0	0.0	0.042	0.028	0.018	0.033	0.028	0.175	0.171	0.216	0.189	0.177	0.18	0.153	0.012	0.111	0.052	0.0	0.0	1.868	1.662	0.0	0.0	0.013	0.03	0.006	0.201	0.021	0.038	0.4	0.393	0.274	0.332	0.16	0.183	0.151	0.178	0.111
TENM4	Q6N022	False	TEN4_HUMAN		CPI-SS0EC12EAD9	0.109	0.015	2.097	2.044	0.125	0.0	0.0	0.156	0.0	0.0	0.0	0.0	0.353	0.012	0.0	0.0	0.0	0.0	0.013	0.022	0.0	0.0	0.309	0.106	0.157	0.499	0.254	0.35	0.391	0.18	0.281	0.0	0.502	0.035	0.39	0.0	0.0	0.0	0.023	0.01	0.0	0.0	0.169	0.084	0.075	0.051	0.056	0.359	0.642	0.009	0.016	0.006
FLRT1	Q9NZU1	False	FLRT1_HUMAN		CPI-SS0430C8A78	0.002	0.048	0.0	0.014	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005	0.007	0.0	0.0	0.014	0.013	0.012	0.007	0.009	0.023	0.006	0.0	0.0	0.0	0.033	0.107	0.0	0.0	0.0	0.0	0.0	0.0	0.109	0.021	0.06	0.063	0.034	0.017	0.031	0.003	0.032	0.063	0.095	0.06
FLRT2	O43155	False	FLRT2_HUMAN		CPI-SS0474E1C15	0.08	0.003	0.003	0.331	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.087	0.017	0.015	0.0	0.0	0.018	0.328	0.615	1.739	0.235	0.649	0.454	0.317	0.69	0.297	0.0	0.0	0.038	0.0	0.027	0.0	0.355	0.0	0.0	0.022	0.097	0.009	0.0	0.03	0.212	0.115	0.021	0.131	0.098	0.34	0.218	0.006	0.014	0.005
TENM1	Q9UKZ4	False	TEN1_HUMAN		CPI-SS038A612D7	0.004	0.0	0.048	0.178	0.0	0.0	0.0	0.0	0.117	0.075	0.0	0.107	0.155	0.0	0.012	0.0	0.012	0.0	0.012	0.008	0.032	0.0	0.133	0.099	0.125	0.174	0.257	0.184	0.0	0.0	0.0	0.37	0.0	0.059	0.159	0.179	0.0	0.077	0.136	0.113	0.589	0.084	0.1	0.006	0.007	0.006	0.0	0.164	0.252	0.007	0.01	0.008
TENM2	Q9NT68	False	TEN2_HUMAN		CPI-SS0BCB3D402	2.069	2.643	0.021	0.286	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.361	0.006	0.011	0.0	0.081	0.068	0.053	0.0	0.09	0.034	0.06	0.06	0.081	0.065	0.159	0.008	0.02	0.0	0.0	0.016	0.04	0.125	0.0	0.0	0.023	0.02	0.037	1.213	0.022	0.114	1.319	1.874	1.364	1.33	0.156	0.032	1.966	1.849	1.808
TENM3	Q9P273	False	TEN3_HUMAN		CPI-SS0EA023E51	0.269	0.479	2.107	2.103	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.047	0.0	0.0	0.042	0.028	0.018	0.033	0.028	0.175	0.171	0.216	0.189	0.177	0.18	0.153	0.012	0.111	0.052	0.0	0.0	1.868	1.662	0.0	0.0	0.013	0.03	0.006	0.201	0.021	0.038	0.4	0.393	0.274	0.332	0.16	0.183	0.151	0.178	0.111
TENM4	Q6N022	False	TEN4_HUMAN		CPI-SS01F00A48A	0.109	0.015	2.097	2.044	0.125	0.0	0.0	0.156	0.0	0.0	0.0	0.0	0.353	0.012	0.0	0.0	0.0	0.0	0.013	0.022	0.0	0.0	0.309	0.106	0.157	0.499	0.254	0.35	0.391	0.18	0.281	0.0	0.502	0.035	0.39	0.0	0.0	0.0	0.023	0.01	0.0	0.0	0.169	0.084	0.075	0.051	0.056	0.359	0.642	0.009	0.016	0.006
FLRT3	Q9NZU0	False	FLRT3_HUMAN		CPI-SS052641D5A	0.007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.036	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.014	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.196	0.058	0.0	0.0	0.0	0.0	0.0	0.0	0.031	0.0	0.005	0.008	0.001	0.0	0.0	0.0	0.006	0.004	0.004
UNC5A	Q6ZN44	False	UNC5A_HUMAN		CPI-SS0F6BE4D47	0.0	0.0	0.005	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.003	0.0	0.0	0.05	0.0	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.004	0.0	0.007	0.0	0.0	0.0	0.0	0.0
