gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	#B16BA8	#F39426	B cells Memory	CAFs MSC iCAF-like	CAFs myCAF-like	Cancer Cycling	Cancer LumB SC	Cycling PVL	Cycling T-cells	Cycling_Myeloid	DCs	Endothelial ACKR1	Endothelial CXCL12	Endothelial Lymphatic LYVE1	Endothelial RGS5	Luminal Progenitors	Macrophage	Mature Luminal	Monocyte	Myoepithelial	NK cells	NKT cells	PVL Differentiated	PVL Immature	Plasmablasts	T cells CD4+	T cells CD8+
ACVR2B	Q13705	True	AVR2B_HUMAN	ACVR_1B2B_receptor	CPI-CC04553E312	0.01	0.014	0.0	0.0	0.0	0.0	0.011	0.0	0.0	0.0	0.0	0.019	0.0	0.0	0.027	0.0	0.005	0.0	0.008	0.0	0.0	0.0	0.027	0.0	0.0	0.006	0.0
ACVR2B	Q13705	True	AVR2B_HUMAN	ACVR_1B2B_receptor	CPI-CC057B323A5	0.01	0.014	0.0	0.0	0.0	0.0	0.011	0.0	0.0	0.0	0.0	0.019	0.0	0.0	0.027	0.0	0.005	0.0	0.008	0.0	0.0	0.0	0.027	0.0	0.0	0.006	0.0
ACVR2B	Q13705	True	AVR2B_HUMAN	ACVR_1C2B_receptor	CPI-CC00485C63D	0.001	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.0
ACVR2B	Q13705	True	AVR2B_HUMAN	ACVR_1C2B_receptor	CPI-SC020B01F65	0.001	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.0
ACVR2B	Q13705	True	AVR2B_HUMAN	ACVR_1C2B_receptor	CPI-CC0C1E0C4B7	0.001	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.0
ACVR2B	Q13705	True	AVR2B_HUMAN	ACVR_1C2B_receptor	CPI-CC0E62974F4	0.001	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.0
ACVR2B	Q13705	True	AVR2B_HUMAN	BMR1A_AVR2B	CPI-SC04266947A	0.01	0.014	0.0	0.015	0.0	0.0	0.011	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005	0.0	0.01	0.0	0.0	0.0	0.035	0.0	0.0	0.006	0.0
ACVR2B	Q13705	True	AVR2B_HUMAN	BMR1A_AVR2B	CPI-SC01D95B14C	0.01	0.014	0.0	0.015	0.0	0.0	0.011	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005	0.0	0.01	0.0	0.0	0.0	0.035	0.0	0.0	0.006	0.0
ACVR2B	Q13705	True	AVR2B_HUMAN	BMR1A_AVR2B	CPI-SC09E264612	0.01	0.014	0.0	0.015	0.0	0.0	0.011	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005	0.0	0.01	0.0	0.0	0.0	0.035	0.0	0.0	0.006	0.0
ACVR2B	Q13705	True	AVR2B_HUMAN	BMR1A_AVR2B	CPI-SC0D05B755E	0.01	0.014	0.0	0.015	0.0	0.0	0.011	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005	0.0	0.01	0.0	0.0	0.0	0.035	0.0	0.0	0.006	0.0
ACVR2B	Q13705	True	AVR2B_HUMAN	BMR1A_AVR2B	CPI-SC049520B40	0.01	0.014	0.0	0.015	0.0	0.0	0.011	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005	0.0	0.01	0.0	0.0	0.0	0.035	0.0	0.0	0.006	0.0
ACVR2B	Q13705	True	AVR2B_HUMAN	BMR1A_AVR2B	CPI-SC02B778C0B	0.01	0.014	0.0	0.015	0.0	0.0	0.011	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005	0.0	0.01	0.0	0.0	0.0	0.035	0.0	0.0	0.006	0.0
ACVR2B	Q13705	True	AVR2B_HUMAN	BMR1B_AVR2B	CPI-SC0FB40175C	0.01	0.014	0.0	0.03	0.0	0.0	0.011	0.0	0.0	0.0	0.0	0.065	0.0	0.0	0.027	0.0	0.005	0.0	0.01	0.0	0.0	0.0	0.035	0.0	0.0	0.006	0.0
ACVR2B	Q13705	True	AVR2B_HUMAN	BMR1B_AVR2B	CPI-SC01C6EA11C	0.01	0.014	0.0	0.03	0.0	0.0	0.011	0.0	0.0	0.0	0.0	0.065	0.0	0.0	0.027	0.0	0.005	0.0	0.01	0.0	0.0	0.0	0.035	0.0	0.0	0.006	0.0
ACVR2B	Q13705	True	AVR2B_HUMAN	BMR1B_AVR2B	CPI-SC0D6D4E48B	0.01	0.014	0.0	0.03	0.0	0.0	0.011	0.0	0.0	0.0	0.0	0.065	0.0	0.0	0.027	0.0	0.005	0.0	0.01	0.0	0.0	0.0	0.035	0.0	0.0	0.006	0.0
ACVR2B	Q13705	True	AVR2B_HUMAN	BMR1B_AVR2B	CPI-SC0F6C8C336	0.01	0.014	0.0	0.03	0.0	0.0	0.011	0.0	0.0	0.0	0.0	0.065	0.0	0.0	0.027	0.0	0.005	0.0	0.01	0.0	0.0	0.0	0.035	0.0	0.0	0.006	0.0
ACVR2B	Q13705	True	AVR2B_HUMAN	BMR1B_AVR2B	CPI-SC05824EDF4	0.01	0.014	0.0	0.03	0.0	0.0	0.011	0.0	0.0	0.0	0.0	0.065	0.0	0.0	0.027	0.0	0.005	0.0	0.01	0.0	0.0	0.0	0.035	0.0	0.0	0.006	0.0
ACVR2B	Q13705	True	AVR2B_HUMAN	BMR1B_AVR2B	CPI-SC06C46F1A9	0.01	0.014	0.0	0.03	0.0	0.0	0.011	0.0	0.0	0.0	0.0	0.065	0.0	0.0	0.027	0.0	0.005	0.0	0.01	0.0	0.0	0.0	0.035	0.0	0.0	0.006	0.0
ACVR2B	Q13705	True	AVR2B_HUMAN	TGFR_AVR2B	CPI-SC017215F7F	0.004	0.006	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.068	0.0	0.0	0.027	0.0	0.005	0.0	0.01	0.0	0.0	0.0	0.009	0.0	0.0	0.006	0.0
ACVR2B	Q13705	True	AVR2B_HUMAN	TGFR_AVR2B	CPI-SC08968AFE6	0.004	0.006	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.068	0.0	0.0	0.027	0.0	0.005	0.0	0.01	0.0	0.0	0.0	0.009	0.0	0.0	0.006	0.0
ACVR1B	P36896	True	ACV1B_HUMAN	ACVR_1B2A_receptor	CPI-CC0288FD89F	0.024	0.037	0.0	0.0	0.0	0.015	0.024	0.0	0.0	0.0	0.0	0.019	0.0	0.0	0.0	0.131	0.009	0.08	0.008	0.0	0.0	0.0	0.027	0.0	0.003	0.015	0.0
ACVR1B	P36896	True	ACV1B_HUMAN	ACVR_1B2A_receptor	CPI-SC00C9C81E3	0.024	0.037	0.0	0.0	0.0	0.015	0.024	0.0	0.0	0.0	0.0	0.019	0.0	0.0	0.0	0.131	0.009	0.08	0.008	0.0	0.0	0.0	0.027	0.0	0.003	0.015	0.0
ACVR1B	P36896	True	ACV1B_HUMAN	ACVR_1B2A_receptor	CPI-SC0B3D321CC	0.024	0.037	0.0	0.0	0.0	0.015	0.024	0.0	0.0	0.0	0.0	0.019	0.0	0.0	0.0	0.131	0.009	0.08	0.008	0.0	0.0	0.0	0.027	0.0	0.003	0.015	0.0
ACVR1B	P36896	True	ACV1B_HUMAN	ACVR_1B2A_receptor	CPI-CC0FA8B4931	0.024	0.037	0.0	0.0	0.0	0.015	0.024	0.0	0.0	0.0	0.0	0.019	0.0	0.0	0.0	0.131	0.009	0.08	0.008	0.0	0.0	0.0	0.027	0.0	0.003	0.015	0.0
ACVR1B	P36896	True	ACV1B_HUMAN	ACVR_1B2A_receptor	CPI-CC02D192370	0.024	0.037	0.0	0.0	0.0	0.015	0.024	0.0	0.0	0.0	0.0	0.019	0.0	0.0	0.0	0.131	0.009	0.08	0.008	0.0	0.0	0.0	0.027	0.0	0.003	0.015	0.0
ACVR1B	P36896	True	ACV1B_HUMAN	ACVR_1B2B_receptor	CPI-CC0E6BCEC26	0.01	0.014	0.0	0.0	0.0	0.0	0.011	0.0	0.0	0.0	0.0	0.019	0.0	0.0	0.027	0.0	0.005	0.0	0.008	0.0	0.0	0.0	0.027	0.0	0.0	0.006	0.0
ACVR1B	P36896	True	ACV1B_HUMAN	ACVR_1B2B_receptor	CPI-SC0A86600AA	0.01	0.014	0.0	0.0	0.0	0.0	0.011	0.0	0.0	0.0	0.0	0.019	0.0	0.0	0.027	0.0	0.005	0.0	0.008	0.0	0.0	0.0	0.027	0.0	0.0	0.006	0.0
ACVR1B	P36896	True	ACV1B_HUMAN	ACVR_1B2B_receptor	CPI-SC0002A7A8F	0.01	0.014	0.0	0.0	0.0	0.0	0.011	0.0	0.0	0.0	0.0	0.019	0.0	0.0	0.027	0.0	0.005	0.0	0.008	0.0	0.0	0.0	0.027	0.0	0.0	0.006	0.0
ACVR1B	P36896	True	ACV1B_HUMAN	ACVR_1B2B_receptor	CPI-SC01987CF29	0.01	0.014	0.0	0.0	0.0	0.0	0.011	0.0	0.0	0.0	0.0	0.019	0.0	0.0	0.027	0.0	0.005	0.0	0.008	0.0	0.0	0.0	0.027	0.0	0.0	0.006	0.0
ACVR1B	P36896	True	ACV1B_HUMAN	ACVR_1B2B_receptor	CPI-SC0CC98A4B4	0.01	0.014	0.0	0.0	0.0	0.0	0.011	0.0	0.0	0.0	0.0	0.019	0.0	0.0	0.027	0.0	0.005	0.0	0.008	0.0	0.0	0.0	0.027	0.0	0.0	0.006	0.0
ACVR1B	P36896	True	ACV1B_HUMAN	ACVR_1B2B_receptor	CPI-SC0FDDA8A63	0.01	0.014	0.0	0.0	0.0	0.0	0.011	0.0	0.0	0.0	0.0	0.019	0.0	0.0	0.027	0.0	0.005	0.0	0.008	0.0	0.0	0.0	0.027	0.0	0.0	0.006	0.0
ACVR1B	P36896	True	ACV1B_HUMAN	ACVR_1B2B_receptor	CPI-CC04553E312	0.01	0.014	0.0	0.0	0.0	0.0	0.011	0.0	0.0	0.0	0.0	0.019	0.0	0.0	0.027	0.0	0.005	0.0	0.008	0.0	0.0	0.0	0.027	0.0	0.0	0.006	0.0
ACVR1B	P36896	True	ACV1B_HUMAN	ACVR_1B2B_receptor	CPI-CC057B323A5	0.01	0.014	0.0	0.0	0.0	0.0	0.011	0.0	0.0	0.0	0.0	0.019	0.0	0.0	0.027	0.0	0.005	0.0	0.008	0.0	0.0	0.0	0.027	0.0	0.0	0.006	0.0
ACVR1C	Q8NER5	True	ACV1C_HUMAN	ACVR_1C2A_receptor	CPI-CC0021FE823	0.001	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.012	0.0
ACVR1C	Q8NER5	True	ACV1C_HUMAN	ACVR_1C2A_receptor	CPI-SC0E760DE88	0.001	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.012	0.0
ACVR1C	Q8NER5	True	ACV1C_HUMAN	ACVR_1C2A_receptor	CPI-CC0BDA1C176	0.001	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.012	0.0
ACVR1C	Q8NER5	True	ACV1C_HUMAN	ACVR_1C2A_receptor	CPI-CC08375F742	0.001	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.012	0.0
ACVR1C	Q8NER5	True	ACV1C_HUMAN	ACVR_1C2B_receptor	CPI-CC00485C63D	0.001	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.0
ACVR1C	Q8NER5	True	ACV1C_HUMAN	ACVR_1C2B_receptor	CPI-SC020B01F65	0.001	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.0
ACVR1C	Q8NER5	True	ACV1C_HUMAN	ACVR_1C2B_receptor	CPI-CC0C1E0C4B7	0.001	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.0
ACVR1C	Q8NER5	True	ACV1C_HUMAN	ACVR_1C2B_receptor	CPI-CC0E62974F4	0.001	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.0
BMPR2	Q13873	True	BMPR2_HUMAN	ACVR1_BMPR2	CPI-SC0D0822443	0.018	0.028	0.0	0.009	0.071	0.015	0.026	0.055	0.0	0.0	0.0	0.042	0.146	0.0	0.0	0.0	0.024	0.0	0.009	0.0	0.0	0.0	0.026	0.054	0.016	0.0	0.046
BMPR2	Q13873	True	BMPR2_HUMAN	ACVR1_BMPR2	CPI-SC00DF87C38	0.018	0.028	0.0	0.009	0.071	0.015	0.026	0.055	0.0	0.0	0.0	0.042	0.146	0.0	0.0	0.0	0.024	0.0	0.009	0.0	0.0	0.0	0.026	0.054	0.016	0.0	0.046
BMPR2	Q13873	True	BMPR2_HUMAN	ACVR1_BMPR2	CPI-SC04771EF53	0.018	0.028	0.0	0.009	0.071	0.015	0.026	0.055	0.0	0.0	0.0	0.042	0.146	0.0	0.0	0.0	0.024	0.0	0.009	0.0	0.0	0.0	0.026	0.054	0.016	0.0	0.046
BMPR2	Q13873	True	BMPR2_HUMAN	BMPR1A_BMPR2	CPI-SC070B9F112	0.067	0.054	0.018	0.015	0.114	0.026	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.014	0.069	0.02	0.0	0.0	0.0	0.042	0.064	0.003	0.006	0.009
BMPR2	Q13873	True	BMPR2_HUMAN	BMPR1A_BMPR2	CPI-SC0915DDE22	0.067	0.054	0.018	0.015	0.114	0.026	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.014	0.069	0.02	0.0	0.0	0.0	0.042	0.064	0.003	0.006	0.009
BMPR2	Q13873	True	BMPR2_HUMAN	BMPR1A_BMPR2	CPI-SC085698C59	0.067	0.054	0.018	0.015	0.114	0.026	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.014	0.069	0.02	0.0	0.0	0.0	0.042	0.064	0.003	0.006	0.009
BMPR2	Q13873	True	BMPR2_HUMAN	BMPR1A_BMPR2	CPI-SC00D19A858	0.067	0.054	0.018	0.015	0.114	0.026	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.014	0.069	0.02	0.0	0.0	0.0	0.042	0.064	0.003	0.006	0.009
BMPR2	Q13873	True	BMPR2_HUMAN	BMPR1A_BMPR2	CPI-SC0B1EBCCC6	0.067	0.054	0.018	0.015	0.114	0.026	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.014	0.069	0.02	0.0	0.0	0.0	0.042	0.064	0.003	0.006	0.009
BMPR2	Q13873	True	BMPR2_HUMAN	BMPR1A_BMPR2	CPI-SC0A1278CD8	0.067	0.054	0.018	0.015	0.114	0.026	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.014	0.069	0.02	0.0	0.0	0.0	0.042	0.064	0.003	0.006	0.009
BMPR2	Q13873	True	BMPR2_HUMAN	BMPR1B_BMPR2	CPI-SC0C403F032	0.072	0.081	0.075	0.184	0.054	0.026	0.085	0.055	0.023	0.189	0.034	0.065	0.069	0.0	0.266	0.0	0.071	0.176	0.026	0.0	0.0	0.0	0.042	0.062	0.026	0.015	0.055
BMPR2	Q13873	True	BMPR2_HUMAN	BMPR1B_BMPR2	CPI-SC07F8BC578	0.072	0.081	0.075	0.184	0.054	0.026	0.085	0.055	0.023	0.189	0.034	0.065	0.069	0.0	0.266	0.0	0.071	0.176	0.026	0.0	0.0	0.0	0.042	0.062	0.026	0.015	0.055
BMPR2	Q13873	True	BMPR2_HUMAN	BMPR1B_BMPR2	CPI-SC08AB23320	0.072	0.081	0.075	0.184	0.054	0.026	0.085	0.055	0.023	0.189	0.034	0.065	0.069	0.0	0.266	0.0	0.071	0.176	0.026	0.0	0.0	0.0	0.042	0.062	0.026	0.015	0.055
BMPR2	Q13873	True	BMPR2_HUMAN	BMPR1B_BMPR2	CPI-SC0DDF53DDB	0.072	0.081	0.075	0.184	0.054	0.026	0.085	0.055	0.023	0.189	0.034	0.065	0.069	0.0	0.266	0.0	0.071	0.176	0.026	0.0	0.0	0.0	0.042	0.062	0.026	0.015	0.055
BMPR2	Q13873	True	BMPR2_HUMAN	BMPR1B_BMPR2	CPI-SC0DA028FF9	0.072	0.081	0.075	0.184	0.054	0.026	0.085	0.055	0.023	0.189	0.034	0.065	0.069	0.0	0.266	0.0	0.071	0.176	0.026	0.0	0.0	0.0	0.042	0.062	0.026	0.015	0.055
BMPR2	Q13873	True	BMPR2_HUMAN	BMPR1B_BMPR2	CPI-SC039AFE4AD	0.072	0.081	0.075	0.184	0.054	0.026	0.085	0.055	0.023	0.189	0.034	0.065	0.069	0.0	0.266	0.0	0.071	0.176	0.026	0.0	0.0	0.0	0.042	0.062	0.026	0.015	0.055
BMPR2	Q13873	True	BMPR2_HUMAN	TGFR_BMPR2	CPI-SC0FDB4B6D9	0.004	0.006	0.0	0.0	0.096	0.0	0.001	0.0	0.0	0.142	0.034	0.068	0.039	0.0	0.032	0.0	0.071	0.102	0.026	0.0	0.0	0.0	0.009	0.0	0.0	0.01	0.021
BCR	P11274	True	BCR_HUMAN	BCR_CD45_CD22	CPI-SC0CF28722B	0.007	0.008	0.019	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.011	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.0
PTPRC	P08575	True	PTPRC_HUMAN	BCR_CD45_CD22	CPI-SC0CF28722B	0.007	0.008	0.019	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.011	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.0
CD22	P20273	True	CD22_HUMAN	BCR_CD45_CD22	CPI-SC0CF28722B	0.007	0.008	0.019	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.011	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.0
BMPR1A	P36894	True	BMR1A_HUMAN	BMPR1A_BMPR2	CPI-SC070B9F112	0.067	0.054	0.018	0.015	0.114	0.026	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.014	0.069	0.02	0.0	0.0	0.0	0.042	0.064	0.003	0.006	0.009
BMPR1A	P36894	True	BMR1A_HUMAN	BMPR1A_BMPR2	CPI-SC0915DDE22	0.067	0.054	0.018	0.015	0.114	0.026	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.014	0.069	0.02	0.0	0.0	0.0	0.042	0.064	0.003	0.006	0.009
BMPR1A	P36894	True	BMR1A_HUMAN	BMPR1A_BMPR2	CPI-SC085698C59	0.067	0.054	0.018	0.015	0.114	0.026	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.014	0.069	0.02	0.0	0.0	0.0	0.042	0.064	0.003	0.006	0.009
BMPR1A	P36894	True	BMR1A_HUMAN	BMPR1A_BMPR2	CPI-SC00D19A858	0.067	0.054	0.018	0.015	0.114	0.026	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.014	0.069	0.02	0.0	0.0	0.0	0.042	0.064	0.003	0.006	0.009
BMPR1A	P36894	True	BMR1A_HUMAN	BMPR1A_BMPR2	CPI-SC0B1EBCCC6	0.067	0.054	0.018	0.015	0.114	0.026	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.014	0.069	0.02	0.0	0.0	0.0	0.042	0.064	0.003	0.006	0.009
BMPR1A	P36894	True	BMR1A_HUMAN	BMPR1A_BMPR2	CPI-SC0A1278CD8	0.067	0.054	0.018	0.015	0.114	0.026	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.014	0.069	0.02	0.0	0.0	0.0	0.042	0.064	0.003	0.006	0.009
BMPR1A	P36894	True	BMR1A_HUMAN	BMR1A_ACR2A	CPI-SC0464F1C6E	0.024	0.037	0.0	0.015	0.067	0.027	0.024	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.014	0.069	0.02	0.0	0.0	0.0	0.068	0.064	0.003	0.006	0.009
BMPR1A	P36894	True	BMR1A_HUMAN	BMR1A_ACR2A	CPI-SC052486D3E	0.024	0.037	0.0	0.015	0.067	0.027	0.024	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.014	0.069	0.02	0.0	0.0	0.0	0.068	0.064	0.003	0.006	0.009
BMPR1A	P36894	True	BMR1A_HUMAN	BMR1A_ACR2A	CPI-SC09FC5131F	0.024	0.037	0.0	0.015	0.067	0.027	0.024	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.014	0.069	0.02	0.0	0.0	0.0	0.068	0.064	0.003	0.006	0.009
BMPR1A	P36894	True	BMR1A_HUMAN	BMR1A_ACR2A	CPI-SC0C97FACEA	0.024	0.037	0.0	0.015	0.067	0.027	0.024	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.014	0.069	0.02	0.0	0.0	0.0	0.068	0.064	0.003	0.006	0.009
BMPR1A	P36894	True	BMR1A_HUMAN	BMR1A_ACR2A	CPI-SC0BACF0481	0.024	0.037	0.0	0.015	0.067	0.027	0.024	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.014	0.069	0.02	0.0	0.0	0.0	0.068	0.064	0.003	0.006	0.009
BMPR1A	P36894	True	BMR1A_HUMAN	BMR1A_ACR2A	CPI-SC08FDDEC16	0.024	0.037	0.0	0.015	0.067	0.027	0.024	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.014	0.069	0.02	0.0	0.0	0.0	0.068	0.064	0.003	0.006	0.009
BMPR1A	P36894	True	BMR1A_HUMAN	BMR1A_AVR2B	CPI-SC04266947A	0.01	0.014	0.0	0.015	0.0	0.0	0.011	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005	0.0	0.01	0.0	0.0	0.0	0.035	0.0	0.0	0.006	0.0
BMPR1A	P36894	True	BMR1A_HUMAN	BMR1A_AVR2B	CPI-SC01D95B14C	0.01	0.014	0.0	0.015	0.0	0.0	0.011	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005	0.0	0.01	0.0	0.0	0.0	0.035	0.0	0.0	0.006	0.0
BMPR1A	P36894	True	BMR1A_HUMAN	BMR1A_AVR2B	CPI-SC09E264612	0.01	0.014	0.0	0.015	0.0	0.0	0.011	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005	0.0	0.01	0.0	0.0	0.0	0.035	0.0	0.0	0.006	0.0
BMPR1A	P36894	True	BMR1A_HUMAN	BMR1A_AVR2B	CPI-SC0D05B755E	0.01	0.014	0.0	0.015	0.0	0.0	0.011	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005	0.0	0.01	0.0	0.0	0.0	0.035	0.0	0.0	0.006	0.0
BMPR1A	P36894	True	BMR1A_HUMAN	BMR1A_AVR2B	CPI-SC049520B40	0.01	0.014	0.0	0.015	0.0	0.0	0.011	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005	0.0	0.01	0.0	0.0	0.0	0.035	0.0	0.0	0.006	0.0
BMPR1A	P36894	True	BMR1A_HUMAN	BMR1A_AVR2B	CPI-SC02B778C0B	0.01	0.014	0.0	0.015	0.0	0.0	0.011	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005	0.0	0.01	0.0	0.0	0.0	0.035	0.0	0.0	0.006	0.0
BMPR1A	P36894	True	BMR1A_HUMAN	MIS_receptor_1	CPI-SC077F81192	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BMPR1B	O00238	True	BMR1B_HUMAN	BMPR1B_BMPR2	CPI-SC0C403F032	0.072	0.081	0.075	0.184	0.054	0.026	0.085	0.055	0.023	0.189	0.034	0.065	0.069	0.0	0.266	0.0	0.071	0.176	0.026	0.0	0.0	0.0	0.042	0.062	0.026	0.015	0.055
BMPR1B	O00238	True	BMR1B_HUMAN	BMPR1B_BMPR2	CPI-SC07F8BC578	0.072	0.081	0.075	0.184	0.054	0.026	0.085	0.055	0.023	0.189	0.034	0.065	0.069	0.0	0.266	0.0	0.071	0.176	0.026	0.0	0.0	0.0	0.042	0.062	0.026	0.015	0.055
BMPR1B	O00238	True	BMR1B_HUMAN	BMPR1B_BMPR2	CPI-SC08AB23320	0.072	0.081	0.075	0.184	0.054	0.026	0.085	0.055	0.023	0.189	0.034	0.065	0.069	0.0	0.266	0.0	0.071	0.176	0.026	0.0	0.0	0.0	0.042	0.062	0.026	0.015	0.055
BMPR1B	O00238	True	BMR1B_HUMAN	BMPR1B_BMPR2	CPI-SC0DDF53DDB	0.072	0.081	0.075	0.184	0.054	0.026	0.085	0.055	0.023	0.189	0.034	0.065	0.069	0.0	0.266	0.0	0.071	0.176	0.026	0.0	0.0	0.0	0.042	0.062	0.026	0.015	0.055
BMPR1B	O00238	True	BMR1B_HUMAN	BMPR1B_BMPR2	CPI-SC0DA028FF9	0.072	0.081	0.075	0.184	0.054	0.026	0.085	0.055	0.023	0.189	0.034	0.065	0.069	0.0	0.266	0.0	0.071	0.176	0.026	0.0	0.0	0.0	0.042	0.062	0.026	0.015	0.055
BMPR1B	O00238	True	BMR1B_HUMAN	BMPR1B_BMPR2	CPI-SC039AFE4AD	0.072	0.081	0.075	0.184	0.054	0.026	0.085	0.055	0.023	0.189	0.034	0.065	0.069	0.0	0.266	0.0	0.071	0.176	0.026	0.0	0.0	0.0	0.042	0.062	0.026	0.015	0.055
BMPR1B	O00238	True	BMR1B_HUMAN	BMR1B_AVR2A	CPI-SC05FF723A3	0.024	0.037	0.0	0.016	0.054	0.038	0.024	0.0	0.0	0.0	0.059	0.038	0.0	0.0	0.0	0.0	0.025	0.131	0.031	0.0	0.0	0.0	0.068	0.062	0.003	0.015	0.013
